filename,structure,parent,is_parent,strain,verdict,ops,n_ops,nsym,spacegroup,parent_verdict,verdict_same_as_parent,msg_type,bns,uni,sse_eV,gamma_avg_meV,m1_muB,m2_muB,m1_abs_muB,m_asymmetry_muB,antiparallel,m_total_abs_muB
POSCAR_Nb2Se2_2_y050,Nb2Se2_2_y050,Nb2Se2_2,False,y050,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/m,ALTERMAGNET,True,3,194.269,1499,0.44584,1.174,2.169,-2.17,2.169,0.0009999999999998899,True,0.001
POSCAR_Nb2Se2_2_y950,Nb2Se2_2_y950,Nb2Se2_2,False,y950,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/m,ALTERMAGNET,True,3,194.269,1499,0.578925,1.316,2.112,-2.112,2.112,0.0,True,0.001
POSCAR_Nb2Se2_2_y975,Nb2Se2_2_y975,Nb2Se2_2,False,y975,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/m,ALTERMAGNET,True,3,194.269,1499,0.519049,1.251,2.132,-2.133,2.132,0.0009999999999998899,True,0.001
POSCAR_Nb2Se2_2_z025,Nb2Se2_2_z025,Nb2Se2_2,False,z025,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.442399,1.643,2.209,-2.209,2.209,0.0,True,0.001
POSCAR_Nb2Se2_2_z050,Nb2Se2_2_z050,Nb2Se2_2,False,z050,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.420528,1.584,2.265,-2.265,2.265,0.0,True,0.001
POSCAR_Nb2Se2_2_z950,Nb2Se2_2_z950,Nb2Se2_2,False,z950,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.486074,1.159,2.007,-2.008,2.007,0.0009999999999998899,True,0.001
POSCAR_Nb2Se2_2_z975,Nb2Se2_2_z975,Nb2Se2_2,False,z975,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.47799,1.147,2.081,-2.081,2.081,0.0,True,0.001
POSCAR_Nb2Te2_4,Nb2Te2_4,Nb2Te2_4,True,none,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.628306,0.171,2.054,-2.055,2.054,0.001000000000000334,True,0.0
POSCAR_Nb2Te2_4_st025,Nb2Te2_4_st025,Nb2Te2_4,False,st025,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.60209,0.189,2.149,-2.149,2.149,0.0,True,0.0
POSCAR_Nb2Te2_4_st050,Nb2Te2_4_st050,Nb2Te2_4,False,st050,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.542621,0.204,2.236,-2.237,2.236,0.0009999999999998899,True,0.0
POSCAR_Nb2Te2_4_st950,Nb2Te2_4_st950,Nb2Te2_4,False,st950,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.79053,0.236,1.834,-1.834,1.834,0.0,True,0.0
POSCAR_Nb2Te2_4_st975,Nb2Te2_4_st975,Nb2Te2_4,False,st975,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.665194,0.176,1.951,-1.951,1.951,0.0,True,0.0
POSCAR_Nb2Te2_4_x025,Nb2Te2_4_x025,Nb2Te2_4,False,x025,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/m,ALTERMAGNET,True,3,194.269,1499,0.664511,0.178,2.069,-2.069,2.069,0.0,True,0.0
POSCAR_Nb2Te2_4_x050,Nb2Te2_4_x050,Nb2Te2_4,False,x050,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/m,ALTERMAGNET,True,3,194.269,1499,0.638597,0.174,2.082,-2.082,2.082,0.0,True,0.0
POSCAR_Nb2Te2_4_x950,Nb2Te2_4_x950,Nb2Te2_4,False,x950,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/m,ALTERMAGNET,True,3,194.269,1499,0.68954,0.191,2.02,-2.02,2.02,0.0,True,0.0
POSCAR_Nb2Te2_4_x975,Nb2Te2_4_x975,Nb2Te2_4,False,x975,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/m,ALTERMAGNET,True,3,194.269,1499,0.630268,0.182,2.038,-2.038,2.038,0.0,True,0.0
POSCAR_Nb2Te2_4_y025,Nb2Te2_4_y025,Nb2Te2_4,False,y025,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/m,ALTERMAGNET,True,3,194.269,1499,0.665748,0.178,2.069,-2.069,2.069,0.0,True,0.0
POSCAR_Nb2Te2_4_y050,Nb2Te2_4_y050,Nb2Te2_4,False,y050,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/m,ALTERMAGNET,True,3,194.269,1499,0.640583,0.172,2.082,-2.082,2.082,0.0,True,0.0
POSCAR_Nb2Te2_4_y950,Nb2Te2_4_y950,Nb2Te2_4,False,y950,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/m,ALTERMAGNET,True,3,194.269,1499,0.690825,0.196,2.02,-2.02,2.02,0.0,True,0.0
POSCAR_Nb2Te2_4_y975,Nb2Te2_4_y975,Nb2Te2_4,False,y975,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/m,ALTERMAGNET,True,3,194.269,1499,0.630725,0.183,2.038,-2.038,2.038,0.0,True,0.0
POSCAR_Nb2Te2_4_z025,Nb2Te2_4_z025,Nb2Te2_4,False,z025,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.591742,0.194,2.12,-2.12,2.12,0.0,True,0.0
POSCAR_Nb2Te2_4_z050,Nb2Te2_4_z050,Nb2Te2_4,False,z050,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.565268,0.236,2.18,-2.18,2.18,0.0,True,0.0
POSCAR_Nb2Te2_4_z950,Nb2Te2_4_z950,Nb2Te2_4,False,z950,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.627079,0.163,1.907,-1.907,1.907,0.0,True,0.0
POSCAR_Nb2Te2_4_z975,Nb2Te2_4_z975,Nb2Te2_4,False,z975,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.621767,0.206,1.984,-1.984,1.984,0.0,True,0.0
POSCAR_Ni2O2_5,Ni2O2_5,Ni2O2_5,True,none,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.674205,0.508,1.762,-1.762,1.762,0.0,True,0.0
POSCAR_Ni2O2_5_st025,Ni2O2_5_st025,Ni2O2_5,False,st025,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.618544,0.343,1.775,-1.775,1.775,0.0,True,0.0
POSCAR_Ni2O2_5_st050,Ni2O2_5_st050,Ni2O2_5,False,st050,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.558133,0.326,1.787,-1.787,1.787,0.0,True,0.0
POSCAR_Ni2O2_5_st950,Ni2O2_5_st950,Ni2O2_5,False,st950,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.771302,0.55,1.726,-1.726,1.726,0.0,True,0.0
POSCAR_Ni2O2_5_st975,Ni2O2_5_st975,Ni2O2_5,False,st975,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.742822,0.48,1.745,-1.745,1.745,0.0,True,0.0
POSCAR_Ni2O2_5_x025,Ni2O2_5_x025,Ni2O2_5,False,x025,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Cmcm,ALTERMAGNET,True,3,194.269,1499,0.670308,0.494,1.767,-1.767,1.767,0.0,True,0.0
POSCAR_Ni2O2_5_x050,Ni2O2_5_x050,Ni2O2_5,False,x050,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/m,ALTERMAGNET,True,3,194.269,1499,0.640898,1.113,1.771,-1.771,1.771,0.0,True,0.0
POSCAR_Ni2O2_5_x950,Ni2O2_5_x950,Ni2O2_5,False,x950,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/m,ALTERMAGNET,True,3,194.269,1499,0.718918,0.742,1.749,-1.749,1.749,0.0,True,0.0
POSCAR_Ni2O2_5_x975,Ni2O2_5_x975,Ni2O2_5,False,x975,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Cmcm,ALTERMAGNET,True,3,194.269,1499,0.704648,0.415,1.756,-1.756,1.756,0.0,True,0.0
POSCAR_Ni2O2_5_y025,Ni2O2_5_y025,Ni2O2_5,False,y025,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Cmcm,ALTERMAGNET,True,3,194.269,1499,0.670335,0.437,1.767,-1.767,1.767,0.0,True,0.0
POSCAR_Ni2O2_5_y050,Ni2O2_5_y050,Ni2O2_5,False,y050,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/m,ALTERMAGNET,True,3,194.269,1499,0.640825,1.032,1.771,-1.771,1.771,0.0,True,0.0
POSCAR_Ni2O2_5_y950,Ni2O2_5_y950,Ni2O2_5,False,y950,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/m,ALTERMAGNET,True,3,194.269,1499,0.71923,0.762,1.749,-1.749,1.749,0.0,True,0.0
POSCAR_Ni2O2_5_y975,Ni2O2_5_y975,Ni2O2_5,False,y975,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Cmcm,ALTERMAGNET,True,3,194.269,1499,0.704988,0.434,1.756,-1.756,1.756,0.0,True,0.0
POSCAR_Ni2O2_5_z025,Ni2O2_5_z025,Ni2O2_5,False,z025,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.647516,0.389,1.766,-1.766,1.766,0.0,True,0.0
POSCAR_Ni2O2_5_z050,Ni2O2_5_z050,Ni2O2_5,False,z050,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.504468,0.373,1.769,-1.769,1.769,0.0,True,0.0
POSCAR_Ni2O2_5_z950,Ni2O2_5_z950,Ni2O2_5,False,z950,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.720425,0.428,1.751,-1.751,1.751,0.0,True,0.0
POSCAR_Ni2O2_5_z975,Ni2O2_5_z975,Ni2O2_5,False,z975,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.704549,0.432,1.757,-1.757,1.757,0.0,True,0.0
POSCAR_Ni2O4_1,Ni2O4_1,Ni2O4_1,True,none,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.346446,0.395,1.782,-1.782,1.782,0.0,True,0.0
POSCAR_Ni2O4_1_st025,Ni2O4_1_st025,Ni2O4_1,False,st025,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.327731,0.435,1.792,-1.792,1.792,0.0,True,0.0
POSCAR_Ni2O4_1_st050,Ni2O4_1_st050,Ni2O4_1,False,st050,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.302493,0.458,1.802,-1.802,1.802,0.0,True,0.0
POSCAR_Ni2O4_1_st950,Ni2O4_1_st950,Ni2O4_1,False,st950,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.331593,0.369,1.758,-1.758,1.758,0.0,True,0.0
POSCAR_Ni2O4_1_st975,Ni2O4_1_st975,Ni2O4_1,False,st975,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.323627,0.373,1.77,-1.77,1.77,0.0,True,0.0
POSCAR_Ni2O4_1_x025,Ni2O4_1_x025,Ni2O4_1,False,x025,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.36699,0.405,1.785,-1.785,1.785,0.0,True,0.0
POSCAR_Ni2O4_1_x050,Ni2O4_1_x050,Ni2O4_1,False,x050,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.377253,0.417,1.787,-1.788,1.787,0.001000000000000112,True,0.0
POSCAR_Ni2O4_1_x950,Ni2O4_1_x950,Ni2O4_1,False,x950,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.26499,0.406,1.773,-1.773,1.773,0.0,True,0.0
POSCAR_Ni2O4_1_x975,Ni2O4_1_x975,Ni2O4_1,False,x975,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.320077,0.399,1.778,-1.778,1.778,0.0,True,0.0
POSCAR_Ni2O4_1_y025,Ni2O4_1_y025,Ni2O4_1,False,y025,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.399804,0.413,1.786,-1.786,1.786,0.0,True,0.0
POSCAR_Ni2O4_1_y050,Ni2O4_1_y050,Ni2O4_1,False,y050,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.414298,0.443,1.789,-1.789,1.789,0.0,True,0.0
POSCAR_Ni2O4_1_y950,Ni2O4_1_y950,Ni2O4_1,False,y950,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.206254,0.383,1.772,-1.772,1.772,0.0,True,0.0
POSCAR_Ni2O4_1_y975,Ni2O4_1_y975,Ni2O4_1,False,y975,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.27304,0.387,1.777,-1.777,1.777,0.0,True,0.0
POSCAR_Ni2O4_1_z025,Ni2O4_1_z025,Ni2O4_1,False,z025,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.243854,0.426,1.785,-1.785,1.785,0.0,True,0.0
POSCAR_Ni2O4_1_z050,Ni2O4_1_z050,Ni2O4_1,False,z050,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.202171,0.437,1.788,-1.788,1.788,0.0,True,0.0
POSCAR_Ni2O4_1_z950,Ni2O4_1_z950,Ni2O4_1,False,z950,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.507733,0.407,1.774,-1.774,1.774,0.0,True,0.0
POSCAR_Ni2O4_1_z975,Ni2O4_1_z975,Ni2O4_1,False,z975,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.446597,0.395,1.778,-1.778,1.778,0.0,True,0.0
POSCAR_Ni2O4_2,Ni2O4_2,Ni2O4_2,True,none,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.336583,0.56,1.783,-1.783,1.783,0.0,True,0.0
POSCAR_Ni2O4_2_st025,Ni2O4_2_st025,Ni2O4_2,False,st025,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.317546,0.629,1.793,-1.793,1.793,0.0,True,0.0
POSCAR_Ni2O4_2_st050,Ni2O4_2_st050,Ni2O4_2,False,st050,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.292721,0.626,1.802,-1.802,1.802,0.0,True,0.0
POSCAR_Ni2O4_2_st950,Ni2O4_2_st950,Ni2O4_2,False,st950,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.323947,0.52,1.758,-1.758,1.758,0.0,True,0.0
POSCAR_Ni2O4_2_st975,Ni2O4_2_st975,Ni2O4_2,False,st975,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.347432,0.531,1.771,-1.771,1.771,0.0,True,0.0
POSCAR_Ni2O4_2_x025,Ni2O4_2_x025,Ni2O4_2,False,x025,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.356151,0.577,1.786,-1.786,1.786,0.0,True,0.0
POSCAR_Ni2O4_2_x050,Ni2O4_2_x050,Ni2O4_2,False,x050,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.36545,0.596,1.788,-1.788,1.788,0.0,True,0.0
POSCAR_Ni2O4_2_x950,Ni2O4_2_x950,Ni2O4_2,False,x950,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.258231,0.553,1.774,-1.774,1.774,0.0,True,0.0
POSCAR_Ni2O4_2_x975,Ni2O4_2_x975,Ni2O4_2,False,x975,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.31081,0.551,1.779,-1.779,1.779,0.0,True,0.0
POSCAR_Ni2O4_2_y025,Ni2O4_2_y025,Ni2O4_2,False,y025,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.392305,0.575,1.786,-1.786,1.786,0.0,True,0.0
POSCAR_Ni2O4_2_y050,Ni2O4_2_y050,Ni2O4_2,False,y050,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.409224,0.616,1.79,-1.79,1.79,0.0,True,0.0
POSCAR_Ni2O4_2_y950,Ni2O4_2_y950,Ni2O4_2,False,y950,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.197409,0.568,1.772,-1.773,1.772,0.0009999999999998899,True,0.0
POSCAR_Ni2O4_2_y975,Ni2O4_2_y975,Ni2O4_2,False,y975,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.262714,0.556,1.778,-1.778,1.778,0.0,True,0.0
POSCAR_Ni2O4_2_z025,Ni2O4_2_z025,Ni2O4_2,False,z025,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.25158,0.624,1.786,-1.786,1.786,0.0,True,0.0
POSCAR_Ni2O4_2_z050,Ni2O4_2_z050,Ni2O4_2,False,z050,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.197509,0.616,1.789,-1.789,1.789,0.0,True,0.0
POSCAR_Ni2O4_2_z950,Ni2O4_2_z950,Ni2O4_2,False,z950,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.502922,0.563,1.775,-1.775,1.775,0.0,True,0.0
POSCAR_Ni2O4_2_z975,Ni2O4_2_z975,Ni2O4_2,False,z975,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.438923,0.546,1.779,-1.779,1.779,0.0,True,0.0
POSCAR_Ni2P4_1,Ni2P4_1,Ni2P4_1,True,none,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.083516,0.258,0.016,-0.017,0.016,0.0010000000000000009,True,0.001
POSCAR_Ni2P4_1_st025,Ni2P4_1_st025,Ni2P4_1,False,st025,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.209359,0.263,0.045,-0.045,0.045,0.0,True,0.0
POSCAR_Ni2P4_1_x025,Ni2P4_1_x025,Ni2P4_1,False,x025,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.020287,0.136,0.004,-0.005,0.004,0.001,True,0.0
POSCAR_Ni2P4_1_y025,Ni2P4_1_y025,Ni2P4_1,False,y025,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.030735,0.37,0.007,-0.008,0.007,0.001,True,0.001
POSCAR_Ni2P4_1_z025,Ni2P4_1_z025,Ni2P4_1,False,z025,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.020887,0.267,0.004,-0.004,0.004,0.0,True,0.001
POSCAR_Ni2P8_1,Ni2P8_1,Ni2P8_1,True,none,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/c,ALTERMAGNET,True,3,14.79,86,0.953765,0.754,1.255,-1.256,1.255,0.001000000000000112,True,0.001
POSCAR_Ni2P8_1_st025,Ni2P8_1_st025,Ni2P8_1,False,st025,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/c,ALTERMAGNET,True,3,14.79,86,0.822679,1.336,1.362,-1.362,1.362,0.0,True,0.001
POSCAR_Ni2P8_1_st050,Ni2P8_1_st050,Ni2P8_1,False,st050,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/c,ALTERMAGNET,True,3,14.79,86,0.711113,1.356,1.42,-1.421,1.42,0.001000000000000112,True,0.001
POSCAR_Ni2P8_1_st950,Ni2P8_1_st950,Ni2P8_1,False,st950,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/c,ALTERMAGNET,True,3,14.79,86,0.853656,1.831,0.705,-0.702,0.705,0.0030000000000000027,True,0.004
POSCAR_Ni2P8_1_x025,Ni2P8_1_x025,Ni2P8_1,False,x025,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/c,ALTERMAGNET,True,3,14.79,86,0.848588,1.591,1.269,-1.271,1.269,0.0020000000000000018,True,0.004
POSCAR_Ni2P8_1_x050,Ni2P8_1_x050,Ni2P8_1,False,x050,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/c,ALTERMAGNET,True,3,14.79,86,0.750589,0.707,1.27,-1.27,1.27,0.0,True,0.001
POSCAR_Ni2P8_1_x975,Ni2P8_1_x975,Ni2P8_1,False,x975,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/c,ALTERMAGNET,True,3,14.79,86,0.955907,1.052,1.237,-1.238,1.237,0.0009999999999998899,True,0.001
POSCAR_Ni2P8_1_y025,Ni2P8_1_y025,Ni2P8_1,False,y025,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/c,ALTERMAGNET,True,3,14.79,86,0.91561,0.812,1.272,-1.272,1.272,0.0,True,0.001
POSCAR_Ni2P8_1_y050,Ni2P8_1_y050,Ni2P8_1,False,y050,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/c,ALTERMAGNET,True,3,14.79,86,0.858492,0.733,1.281,-1.282,1.281,0.001000000000000112,True,0.001
POSCAR_Ni2P8_1_z025,Ni2P8_1_z025,Ni2P8_1,False,z025,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/c,ALTERMAGNET,True,3,14.79,86,0.915946,1.473,1.331,-1.332,1.331,0.001000000000000112,True,0.002
POSCAR_Ni2P8_1_z050,Ni2P8_1_z050,Ni2P8_1,False,z050,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/c,ALTERMAGNET,True,3,14.79,86,0.799391,1.277,1.367,-1.368,1.367,0.001000000000000112,True,0.002
POSCAR_Ni2P8_1_z950,Ni2P8_1_z950,Ni2P8_1,False,z950,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/c,ALTERMAGNET,True,3,14.79,86,0.847307,0.72,0.858,-0.858,0.858,0.0,True,0.001
POSCAR_Ni2Pb1_1,Ni2Pb1_1,Ni2Pb1_1,True,none,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,8,16,I4/mmm,conventional_AFM_inversion,True,3,139.533,1193,0.012007,0.71,0.308,-0.309,0.308,0.0010000000000000009,True,0.001
POSCAR_Ni2Pb2_1,Ni2Pb2_1,Ni2Pb2_1,True,none,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.012211,0.25,0.004,-0.005,0.004,0.001,True,0.001
POSCAR_Ni2S4_2,Ni2S4_2,Ni2S4_2,True,none,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.573737,0.18,1.59,-1.59,1.59,0.0,True,0.0
POSCAR_Ni2S4_2_st025,Ni2S4_2_st025,Ni2S4_2,False,st025,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.521309,0.141,1.634,-1.634,1.634,0.0,True,0.0
POSCAR_Ni2S4_2_st050,Ni2S4_2_st050,Ni2S4_2,False,st050,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.468718,0.155,1.667,-1.667,1.667,0.0,True,0.0
POSCAR_Ni2S4_2_st950,Ni2S4_2_st950,Ni2S4_2,False,st950,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.464109,0.279,1.46,-1.46,1.46,0.0,True,0.0
POSCAR_Ni2S4_2_st975,Ni2S4_2_st975,Ni2S4_2,False,st975,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.451419,0.211,1.534,-1.534,1.534,0.0,True,0.0
POSCAR_Ni2S4_2_x025,Ni2S4_2_x025,Ni2S4_2,False,x025,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.569878,0.244,1.604,-1.605,1.604,0.0009999999999998899,True,0.0
POSCAR_Ni2S4_2_x050,Ni2S4_2_x050,Ni2S4_2,False,x050,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.560382,0.248,1.616,-1.617,1.616,0.0009999999999998899,True,0.0
POSCAR_Ni2S4_2_x950,Ni2S4_2_x950,Ni2S4_2,False,x950,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.410274,0.196,1.554,-1.554,1.554,0.0,True,0.0
POSCAR_Ni2S4_2_x975,Ni2S4_2_x975,Ni2S4_2,False,x975,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.570384,0.199,1.574,-1.574,1.574,0.0,True,0.0
POSCAR_Ni2S4_2_y025,Ni2S4_2_y025,Ni2S4_2,False,y025,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.592972,0.165,1.606,-1.606,1.606,0.0,True,0.0
