filename,sg,verdict,ops,n_ops,nsym
Cr2P8_2_st950,C222_1,ALTERMAGNET,rotation,2,4
Cr2P8_2_st975,C222_1,ALTERMAGNET,rotation,2,4
Cr2P8_2_x025,P2_1,ALTERMAGNET,rotation,1,2
Cr2P8_2_x050,P2_1,ALTERMAGNET,rotation,1,2
Cr2P8_2_x950,P2_1,ALTERMAGNET,rotation,1,2
Cr2P8_2_x975,P2_1,ALTERMAGNET,rotation,1,2
Cr2P8_2_y025,P2_1,ALTERMAGNET,rotation,1,2
Cr2P8_2_y050,P2_1,ALTERMAGNET,rotation,1,2
Cr2P8_2_y950,P2_1,ALTERMAGNET,rotation,1,2
Cr2P8_2_y975,P2_1,ALTERMAGNET,rotation,1,2
Cr2P8_2_z025,C222_1,ALTERMAGNET,rotation,2,4
Cr2P8_2_z050,C222_1,ALTERMAGNET,rotation,2,4
Cr2P8_2_z950,C222_1,ALTERMAGNET,rotation,2,4
Cr2P8_2_z975,C222_1,ALTERMAGNET,rotation,2,4
Cr2Pb13_1,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Pb13_1_st025,P1,compensated_FiM_candidate,,0,1
Cr2Pb13_1_st050,P1,compensated_FiM_candidate,,0,1
Cr2Pb13_1_st950,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Pb13_1_x025,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Pb13_1_x050,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Pb13_1_x975,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Pb13_1_y025,P1,compensated_FiM_candidate,,0,1
Cr2Pb13_1_y050,P1,compensated_FiM_candidate,,0,1
Cr2Pb13_1_y950,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Pb13_1_y975,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Pb13_1_z025,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Pb13_1_z050,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Pb13_1_z950,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Pb13_1_z975,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Pb8_2,Cmme,conventional_AFM_inversion,inversion|mirror/rotoinv,4,8
Cr2Pb8_2_st025,Cmme,conventional_AFM_inversion,inversion|mirror/rotoinv,4,8
Cr2Pb8_2_st950,Cmme,conventional_AFM_inversion,inversion|mirror/rotoinv,4,8
Cr2Pb8_2_st975,Cmme,conventional_AFM_inversion,inversion|mirror/rotoinv,4,8
Cr2Pb8_2_x025,Cmme,conventional_AFM_inversion,inversion|mirror/rotoinv,4,8
Cr2Pb8_2_x050,Cmme,conventional_AFM_inversion,inversion|mirror/rotoinv,4,8
Cr2Pb8_2_x950,Cmme,conventional_AFM_inversion,inversion|mirror/rotoinv,4,8
Cr2Pb8_2_x975,Cmme,conventional_AFM_inversion,inversion|mirror/rotoinv,4,8
Cr2Pb8_2_y025,P2/c,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Cr2Pb8_2_y050,P2/c,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Cr2Pb8_2_y950,P2/c,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Cr2Pb8_2_y975,P2/c,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Cr2Pb8_2_z025,P2/c,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Cr2Pb8_2_z050,P2/c,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Cr2Pb8_2_z950,P2/c,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Cr2Pb8_2_z975,P2/c,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Cr2S2_1,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2S2_1_st025,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2S2_1_st050,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2S2_1_st950,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2S2_1_st975,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2S2_1_x025,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2S2_1_x050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2S2_1_x950,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2S2_1_x975,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2S2_1_y025,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2S2_1_y050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2S2_1_y950,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2S2_1_y975,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2S2_1_z025,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2S2_1_z050,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2S2_1_z950,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2S2_1_z975,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2S2_2,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2S2_2_st025,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2S2_2_st050,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2S2_2_st950,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2S2_2_st975,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2S2_2_z025,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2S2_2_z050,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2S2_2_z950,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2S2_2_z975,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2S2_3,P1,compensated_FiM_candidate,,0,1
Cr2S2_3_st025,P1,compensated_FiM_candidate,,0,1
Cr2S2_3_st050,P1,compensated_FiM_candidate,,0,1
Cr2S2_3_st950,P1,conventional_AFM_translation,translation,1,2
Cr2S2_3_st975,P1,compensated_FiM_candidate,,0,1
Cr2S2_3_x025,P1,compensated_FiM_candidate,,0,1
Cr2S2_3_x050,P1,compensated_FiM_candidate,,0,1
Cr2S2_3_x950,P1,conventional_AFM_translation,translation,1,2
Cr2S2_3_x975,P1,compensated_FiM_candidate,,0,1
Cr2S2_3_y025,P1,compensated_FiM_candidate,,0,1
Cr2S2_3_y050,P1,compensated_FiM_candidate,,0,1
Cr2S2_3_y950,P1,compensated_FiM_candidate,,0,1
Cr2S2_3_y975,P1,compensated_FiM_candidate,,0,1
Cr2S2_3_z025,P1,compensated_FiM_candidate,,0,1
Cr2S2_3_z050,P1,compensated_FiM_candidate,,0,1
Cr2S2_3_z950,P1,compensated_FiM_candidate,,0,1
Cr2S2_3_z975,P1,compensated_FiM_candidate,,0,1
Cr2S2_5,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2S2_5_st025,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2S2_5_st050,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2S2_5_st950,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2S2_5_st975,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2S2_5_z025,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Sb2_1,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Cr2Sb2_1_st025,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Cr2Sb2_1_st050,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Cr2Sb2_1_st950,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Cr2Sb2_1_st975,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Cr2Sb2_1_x050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Sb2_1_y050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Sb2_1_z025,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Cr2Sb2_1_z050,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Cr2Sb2_1_z950,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Cr2Sb2_1_z975,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Cr2Sb2_2,P-1,conventional_AFM_translation,inversion|translation,2,4
Cr2Sb2_2_st950,P-1,conventional_AFM_translation,inversion|translation,2,4
Cr2Sb2_2_st975,P-1,conventional_AFM_translation,inversion|translation,2,4
Cr2Sb2_2_x025,P-1,conventional_AFM_translation,inversion|translation,2,4
Cr2Sb2_2_x050,P-1,conventional_AFM_translation,inversion|translation,2,4
Cr2Sb2_2_x950,P-1,conventional_AFM_translation,inversion|translation,2,4
Cr2Sb2_2_x975,P-1,conventional_AFM_translation,inversion|translation,2,4
Cr2Sb2_2_y025,P-1,conventional_AFM_translation,inversion|translation,2,4
Cr2Sb2_2_y050,P-1,conventional_AFM_translation,inversion|translation,2,4
Cr2Sb2_2_y950,P-1,conventional_AFM_translation,inversion|translation,2,4
Cr2Sb2_2_y975,P-1,conventional_AFM_translation,inversion|translation,2,4
Cr2Sb2_2_z025,P-1,conventional_AFM_translation,inversion|translation,2,4
Cr2Sb2_2_z050,P-1,conventional_AFM_translation,inversion|translation,2,4
Cr2Sb2_2_z950,C2/m,conventional_AFM_translation,inversion|mirror/rotoinv|rotation|translation,4,8
Cr2Sb2_2_z975,P-1,conventional_AFM_translation,inversion|translation,2,4
Cr2Sb3_3,Fmm2,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Sb3_3_st025,Fmm2,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Sb3_3_st050,Fmm2,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Sb3_3_st950,Fmm2,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Sb3_3_st975,Fmm2,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Sb3_3_x975,P1,compensated_FiM_candidate,,0,1
Cr2Sb3_3_z025,C2,ALTERMAGNET,rotation,1,2
Cr2Sb3_3_z975,C2,ALTERMAGNET,rotation,1,2
Cr2Sb4_1,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Sb4_1_st025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Sb4_1_st050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Sb4_1_st950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Sb4_1_st975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Sb4_1_x025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Sb4_1_x050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Sb4_1_x950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Sb4_1_x975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Sb4_1_y025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Sb4_1_y050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Sb4_1_y950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Sb4_1_y975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Sb4_1_z025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Sb4_1_z050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Sb4_1_z950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Sb4_1_z975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Sb6_1,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Sb6_1_st050,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Sb6_1_st950,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Sb6_1_z025,P-1,compensated_FiM_candidate,,0,2
Cr2Sb8_1,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Sb8_1_st025,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Sb8_1_st950,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Sb8_1_st975,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Sb8_1_x025,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Sb8_1_x050,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Sb8_1_x950,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Sb8_1_x975,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Sb8_1_y025,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Sb8_1_y050,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Sb8_1_y950,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Sb8_1_y975,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Sb8_1_z025,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Sb8_1_z050,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Sb8_1_z950,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Sb8_1_z975,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Se2_1,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Se2_1_st025,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Se2_1_st050,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Se2_1_st950,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Se2_1_st975,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Se2_1_z025,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Se2_1_z050,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Se2_1_z950,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Se2_1_z975,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Se2_2,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Se2_2_st025,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Se2_2_st050,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Se2_2_st950,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Se2_2_st975,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Se2_2_z025,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Se2_2_z050,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Se2_2_z950,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Se2_2_z975,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Se4_1,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Se4_1_st025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Se4_1_x050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Se4_1_x975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Se4_1_y025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Se4_1_y050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Se4_1_z975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Si4_1,I4/mcm,conventional_AFM_inversion,inversion|mirror/rotoinv,8,16
Cr2Si4_1_st950,I4/mcm,conventional_AFM_inversion,inversion|mirror/rotoinv,8,16
Cr2Si4_1_st975,I4/mcm,conventional_AFM_inversion,inversion|mirror/rotoinv,8,16
Cr2Si4_1_x025,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Si4_1_x050,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Si4_1_x950,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Si4_1_x975,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Si4_1_y025,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Si4_1_y050,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Si4_1_y950,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Si4_1_y975,P-1,conventional_AFM_inversion,inversion,1,2
Cr2Si4_1_z025,C2/m,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Cr2Si4_1_z050,C2/m,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Cr2Si4_1_z950,C2/m,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Cr2Si4_1_z975,C2/m,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Cr2Sn2_2,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Cr2Sn2_2_st025,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Cr2Sn2_2_st050,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Cr2Sn2_2_st950,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Cr2Sn2_2_st975,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Cr2Sn2_2_x025,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Sn2_2_x050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Sn2_2_x950,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Sn2_2_x975,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Sn2_2_y025,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Sn2_2_y050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Sn2_2_y950,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Sn2_2_y975,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Sn2_2_z025,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Cr2Sn2_2_z050,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Cr2Sn2_2_z950,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Cr2Te2_1,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Te2_1_st025,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Te2_1_st050,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Te2_1_st950,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Te2_1_st975,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Te2_1_x025,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Te2_1_x050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Te2_1_x950,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Te2_1_x975,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Te2_1_y025,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Te2_1_y050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Te2_1_y950,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Te2_1_y975,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cr2Te2_1_z025,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Te2_1_z050,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Te2_1_z950,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Te2_1_z975,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Te4_1,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Te4_1_st025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Te4_1_st050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Te4_1_st950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Te4_1_st975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Te4_1_x025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Te4_1_x050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Te4_1_x950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Te4_1_x975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Te4_1_y025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Te4_1_y050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Te4_1_y950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Te4_1_y975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Te4_1_z025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Te4_1_z050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Te4_1_z950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Te4_1_z975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Cr2Te8_2,P-1,compensated_FiM_candidate,,0,2
Cr2Te8_2_st975,P-1,compensated_FiM_candidate,,0,2
Cu2F4_1,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2F4_1_st025,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2F4_1_st050,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2F4_1_st950,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2F4_1_st975,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2F4_1_x025,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2F4_1_x050,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2F4_1_x950,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2F4_1_x975,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2F4_1_y025,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2F4_1_y050,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2F4_1_y950,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2F4_1_y975,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2F4_1_z025,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2F4_1_z050,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2F4_1_z950,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2F4_1_z975,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2F6_1,P6_322,ALTERMAGNET,rotation,6,12
Cu2F6_1_st025,P6_322,ALTERMAGNET,rotation,6,12
Cu2F6_1_st050,P6_322,ALTERMAGNET,rotation,6,12
Cu2F6_1_st950,P6_322,ALTERMAGNET,rotation,6,12
Cu2F6_1_st975,P6_322,ALTERMAGNET,rotation,6,12
Cu2F6_1_x025,P6_322,ALTERMAGNET,rotation,6,12
Cu2F6_1_x050,P6_322,ALTERMAGNET,rotation,6,12
Cu2F6_1_x950,P6_322,ALTERMAGNET,rotation,6,12
Cu2F6_1_x975,P6_322,ALTERMAGNET,rotation,6,12
Cu2F6_1_y025,P2_1,ALTERMAGNET,rotation,1,2
Cu2F6_1_y050,P2_1,ALTERMAGNET,rotation,1,2
Cu2F6_1_y950,P2_1,ALTERMAGNET,rotation,1,2
Cu2F6_1_y975,P2_1,ALTERMAGNET,rotation,1,2
Cu2F6_1_z025,P2_1,ALTERMAGNET,rotation,1,2
Cu2F6_1_z050,P2_1,ALTERMAGNET,rotation,1,2
Cu2F6_1_z950,P2_1,ALTERMAGNET,rotation,1,2
Cu2F6_1_z975,P2_1,ALTERMAGNET,rotation,1,2
Cu2F6_2,R-3c,ALTERMAGNET,mirror/rotoinv|rotation,6,12
Cu2F6_2_st025,R-3c,ALTERMAGNET,mirror/rotoinv|rotation,6,12
Cu2F6_2_st050,R-3c,ALTERMAGNET,mirror/rotoinv|rotation,6,12
Cu2F6_2_st950,R-3c,ALTERMAGNET,mirror/rotoinv|rotation,6,12
Cu2F6_2_st975,R-3c,ALTERMAGNET,mirror/rotoinv|rotation,6,12
Cu2F6_2_x025,P-1,compensated_FiM_candidate,,0,2
Cu2F6_2_x975,P-1,compensated_FiM_candidate,,0,2
Cu2F6_2_y025,P-1,compensated_FiM_candidate,,0,2
Cu2F6_2_y975,P-1,compensated_FiM_candidate,,0,2
Cu2F6_2_z025,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2F6_2_z050,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2F6_2_z950,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2F6_2_z975,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2O2_1,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2O2_1_st025,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2O2_1_st050,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2O2_1_st950,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2O2_1_st975,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2O2_1_z025,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2O2_1_z050,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2O2_1_z950,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2O2_1_z975,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2O2_4,Ama2,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2O2_4_st025,Ama2,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2O2_4_st050,Ama2,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2O2_4_st950,Ama2,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2O2_4_st975,Ama2,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2O2_4_z025,Ama2,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2O2_4_z050,Ama2,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2O2_4_z950,Ama2,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2O2_4_z975,Ama2,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Cu2O2_6,P6_3mc,ALTERMAGNET,mirror/rotoinv|rotation,6,12
