filename,m1_muB,m2_muB,m_total_muB,condition_met
POSCAR_Co2F4_1_z950,2.761,-2.761,0.0,True
POSCAR_Co2F6_1,3.187,-3.187,-0.0,True
POSCAR_Co2F6_1_st025,3.189,-3.189,-0.0,True
POSCAR_Co2F6_1_st050,3.187,-3.187,-0.0,True
POSCAR_Co2F6_1_st950,3.164,-3.164,-0.0,True
POSCAR_Co2F6_1_st975,3.179,-3.179,-0.0,True
POSCAR_Co2Ge2_1,1.147,-1.148,-0.001,True
POSCAR_Co2Ge2_1_st025,1.267,-1.268,-0.0,True
POSCAR_Co2Ge2_1_st975,1.04,-1.041,-0.001,True
POSCAR_Co2N2_1,1.244,-1.248,-0.003,True
POSCAR_Co2N2_1_st975,0.806,-0.804,0.003,True
POSCAR_Co2N6_1,2.228,-2.224,0.004,True
POSCAR_Co2N6_1_st050,2.352,-2.351,0.001,True
POSCAR_Co2N6_1_st975,2.048,-2.05,-0.003,True
POSCAR_Co2N6_1_x025,2.097,-2.104,-0.007,True
POSCAR_Co2N6_1_x050,2.241,-2.145,0.091,False
POSCAR_Co2N6_1_x950,2.21,-2.204,0.005,True
POSCAR_Co2N6_1_x975,2.218,-2.216,0.004,True
POSCAR_Co2N6_1_y025,2.107,-2.108,-0.001,True
POSCAR_Co2N6_1_y050,2.254,-2.257,-0.002,True
POSCAR_Co2N6_1_y950,2.206,-2.204,0.003,True
POSCAR_Co2N6_1_y975,2.217,-2.216,0.001,True
POSCAR_Co2N6_1_z025,2.285,-2.285,0.001,True
POSCAR_Co2N6_1_z050,2.344,-2.339,0.007,True
POSCAR_Co2N6_1_z950,2.003,-2.003,0.0,True
POSCAR_Co2N6_1_z975,2.166,-2.162,0.005,True
POSCAR_Co2O2_1,2.623,-2.623,0.0,True
POSCAR_Co2O2_1_st025,2.651,-2.651,0.0,True
POSCAR_Co2O2_1_st050,2.674,-2.674,0.0,True
POSCAR_Co2O2_1_st950,2.537,-2.537,0.0,True
POSCAR_Co2O2_1_st975,2.585,-2.585,0.0,True
POSCAR_Co2O2_1_x025,2.631,-2.631,0.0,True
POSCAR_Co2O2_1_x050,2.637,-2.637,0.0,True
POSCAR_Co2O2_1_x950,2.601,-2.601,0.0,True
POSCAR_Co2O2_1_x975,2.613,-2.613,0.0,True
POSCAR_Co2O2_1_y025,2.631,-2.631,0.0,True
POSCAR_Co2O2_1_y050,2.637,-2.637,0.0,True
POSCAR_Co2O2_1_y950,2.601,-2.601,0.0,True
POSCAR_Co2O2_1_y975,2.613,-2.613,0.0,True
POSCAR_Co2O2_1_z025,2.636,-2.636,0.0,True
POSCAR_Co2O2_1_z050,2.647,-2.647,0.0,True
POSCAR_Co2O2_1_z950,2.587,-2.587,0.0,True
POSCAR_Co2O2_1_z975,2.606,-2.606,0.0,True
POSCAR_Co2P2_4,0.347,-0.347,-0.0,True
POSCAR_Co2P2_4_st025,0.897,-0.898,-0.001,True
POSCAR_Co2P2_4_st975,0.104,-0.1,0.003,True
POSCAR_Co2P2_4_x025,0.405,-0.405,0.0,True
POSCAR_Co2P2_4_x050,0.5,-0.5,0.0,True
POSCAR_Co2P2_4_x950,0.246,-0.24,0.006,True
POSCAR_Co2P2_4_x975,0.303,-0.303,0.0,True
POSCAR_Co2P2_4_y025,0.405,-0.405,0.001,True
POSCAR_Co2P2_4_y050,0.5,-0.5,0.0,True
POSCAR_Co2P2_4_y950,0.245,-0.244,0.001,True
POSCAR_Co2P2_4_y975,0.304,-0.303,0.0,True
POSCAR_Co2P2_4_z025,0.628,-0.614,0.014,False
POSCAR_Co2P2_4_z050,1.027,-1.03,-0.002,True
POSCAR_Co2P2_4_z950,0.116,-0.216,-0.094,False
POSCAR_Co2P2_4_z975,0.266,-0.265,0.0,True
POSCAR_Co2Pb2_4,1.987,-1.986,0.0,True
POSCAR_Co2Pb2_4_st975,1.886,-1.885,0.001,True
POSCAR_Co2Pb2_4_x025,1.965,-1.95,0.013,False
POSCAR_Co2Pb2_4_x950,1.901,-1.9,0.002,True
POSCAR_Co2Pb2_4_y025,1.962,-1.967,-0.004,True
POSCAR_Co2Pb2_4_y950,1.89,-1.89,-0.0,True
POSCAR_Co2Pb2_4_y975,1.92,-1.92,-0.0,True
POSCAR_Co2Pb2_4_z025,1.965,-1.966,-0.004,True
POSCAR_Co2Pb2_4_z950,1.909,-1.908,0.002,True
POSCAR_Co2Pb3_1,1.966,-1.966,-0.002,True
POSCAR_Co2Pb3_1_st025,2.003,-2.002,-0.001,True
POSCAR_Co2Pb3_1_st050,2.03,-2.03,-0.0,True
POSCAR_Co2Pb3_1_st975,1.915,-1.915,0.0,True
POSCAR_Co2Pb3_1_x025,1.981,-1.981,-0.001,True
POSCAR_Co2Pb3_1_x050,1.994,-1.994,-0.001,True
POSCAR_Co2Pb3_1_x950,1.927,-1.928,-0.003,True
POSCAR_Co2Pb3_1_x975,1.949,-1.948,0.0,True
POSCAR_Co2Pb3_1_y025,1.982,-1.981,0.001,True
POSCAR_Co2Pb3_1_y050,1.995,-1.995,-0.0,True
POSCAR_Co2Pb3_1_y950,1.924,-1.924,-0.0,True
POSCAR_Co2Pb3_1_y975,1.947,-1.946,0.001,True
POSCAR_Co2Pb3_1_z025,1.977,-1.976,0.003,True
POSCAR_Co2Pb3_1_z050,1.988,-1.986,0.003,True
POSCAR_Co2Pb3_1_z950,1.942,-1.94,0.003,True
POSCAR_Co2Pb3_1_z975,1.954,-1.956,-0.003,True
POSCAR_Co2S2_1,1.489,-1.487,0.001,True
POSCAR_Co2S2_1_st025,2.313,-2.312,0.0,True
POSCAR_Co2S2_1_st050,2.39,-2.39,0.0,True
POSCAR_Co2S2_1_st950,0.506,-0.507,-0.002,True
POSCAR_Co2S2_1_x025,1.479,-1.469,0.01,True
POSCAR_Co2S2_1_x050,2.257,-2.263,-0.001,True
POSCAR_Co2S2_1_x950,0.874,-0.813,0.057,False
POSCAR_Co2S2_1_x975,0.912,-1.327,-0.436,False
POSCAR_Co2S2_1_y025,1.48,-1.477,0.006,True
POSCAR_Co2S2_1_y050,2.263,-2.263,0.0,True
POSCAR_Co2S2_1_y950,0.834,-0.816,0.013,False
POSCAR_Co2S2_1_y975,1.241,-0.936,0.311,False
POSCAR_Co2S2_1_z025,1.569,-1.551,0.025,False
POSCAR_Co2S2_1_z050,2.293,-2.293,0.0,True
POSCAR_Co2S2_1_z950,1.185,-1.171,0.015,False
POSCAR_Co2S2_1_z975,1.221,-1.221,0.001,True
POSCAR_Co2Sb3_1,1.561,-1.56,0.0,True
POSCAR_Co2Sb3_1_st025,1.688,-1.69,-0.003,True
POSCAR_Co2Sb3_1_st050,1.78,-1.781,-0.001,True
POSCAR_Co2Sb3_1_st950,1.086,-1.086,-0.0,True
POSCAR_Co2Sb3_1_x025,1.615,-1.614,0.001,True
POSCAR_Co2Sb3_1_x050,1.66,-1.66,-0.0,True
POSCAR_Co2Sb3_1_x950,1.425,-1.426,-0.002,True
POSCAR_Co2Sb3_1_x975,1.499,-1.499,0.0,True
POSCAR_Co2Sb3_1_y025,1.614,-1.613,0.001,True
POSCAR_Co2Sb3_1_y050,1.659,-1.659,-0.0,True
POSCAR_Co2Sb3_1_y950,1.427,-1.427,-0.001,True
POSCAR_Co2Sb3_1_y975,1.5,-1.499,0.0,True
POSCAR_Co2Sb3_1_z025,1.595,-1.593,0.003,True
POSCAR_Co2Sb3_1_z050,1.62,-1.619,0.001,True
POSCAR_Co2Sb3_1_z950,1.476,-1.475,0.002,True
POSCAR_Co2Sb3_1_z975,1.523,-1.523,-0.0,True
POSCAR_Co2Se2_3,2.49,-2.49,-0.0,True
POSCAR_Co2Se2_3_st025,2.538,-2.538,-0.0,True
POSCAR_Co2Se2_3_st050,2.574,-2.574,-0.0,True
POSCAR_Co2Se2_3_st950,2.344,-2.344,-0.0,True
POSCAR_Co2Se2_3_st975,2.428,-2.428,-0.0,True
POSCAR_Co2Se2_3_x025,2.502,-2.503,-0.0,True
POSCAR_Co2Se2_3_x050,2.512,-2.513,-0.0,True
POSCAR_Co2Se2_3_x950,2.458,-2.458,-0.0,True
POSCAR_Co2Se2_3_x975,2.475,-2.476,-0.0,True
POSCAR_Co2Se2_3_y025,2.502,-2.503,-0.0,True
POSCAR_Co2Se2_3_y050,2.512,-2.513,-0.0,True
POSCAR_Co2Se2_3_y950,2.458,-2.458,-0.0,True
POSCAR_Co2Se2_3_y975,2.475,-2.476,-0.0,True
POSCAR_Co2Se2_3_z025,2.515,-2.515,-0.0,True
POSCAR_Co2Se2_3_z050,2.536,-2.536,-0.0,True
POSCAR_Co2Se2_3_z950,2.423,-2.424,-0.0,True
POSCAR_Co2Se2_3_z975,2.46,-2.46,-0.0,True
POSCAR_Co2Se4_1,1.387,-1.389,-0.003,True
POSCAR_Co2Se4_1_st025,1.568,-1.569,-0.0,True
POSCAR_Co2Se4_1_st050,2.309,-2.309,-0.001,True
POSCAR_Co2Se4_1_st975,1.197,-1.197,-0.0,True
POSCAR_Co2Se4_1_x025,1.432,-1.433,-0.002,True
POSCAR_Co2Se4_1_x050,1.47,-1.471,-0.001,True
POSCAR_Co2Se4_1_x950,1.276,-1.277,-0.0,True
POSCAR_Co2Se4_1_x975,1.337,-1.337,-0.0,True
POSCAR_Co2Se4_1_y025,1.438,-1.438,-0.001,True
POSCAR_Co2Se4_1_y050,1.492,-1.492,-0.0,True
POSCAR_Co2Se4_1_y950,1.284,-1.285,-0.001,True
POSCAR_Co2Se4_1_y975,1.335,-1.336,-0.001,True
POSCAR_Co2Se4_1_z025,1.468,-1.468,0.0,True
POSCAR_Co2Se4_1_z050,1.537,-1.537,0.0,True
POSCAR_Co2Se4_1_z950,1.211,-1.214,-0.003,True
POSCAR_Co2Se4_1_z975,1.301,-1.301,-0.0,True
POSCAR_Co2Sn4_2,0.844,-0.843,0.001,True
POSCAR_Co2Sn4_2_st050,1.272,-1.274,-0.003,True
POSCAR_Co2Sn4_2_x025,0.347,-0.346,0.001,True
POSCAR_Co2Sn4_2_x050,0.003,-0.003,-0.0,True
POSCAR_Co2Sn4_2_x950,0.232,-0.233,-0.001,True
POSCAR_Co2Sn4_2_x975,0.27,-0.269,0.001,True
POSCAR_Co2Sn4_2_y025,0.146,-0.16,-0.011,False
POSCAR_Co2Sn4_2_y050,0.036,0.012,0.037,False
POSCAR_Co2Sn4_2_y950,-0.0,0.0,0.0,True
POSCAR_Co2Sn4_2_y975,-0.009,-0.01,-0.018,False
POSCAR_Co2Sn4_2_z025,0.164,-0.151,0.011,False
POSCAR_Co2Sn4_2_z050,-0.022,-0.025,-0.035,False
POSCAR_Co2Sn4_2_z950,0.001,-0.0,0.001,True
POSCAR_Co2Sn4_2_z975,0.002,0.002,0.003,True
POSCAR_Co2Tl3_1,1.962,-1.961,0.003,True
POSCAR_Co2Tl3_1_st025,1.997,-1.996,0.003,True
POSCAR_Co2Tl3_1_st050,2.023,-2.023,-0.0,True
POSCAR_Co2Tl3_1_st950,1.818,-1.819,-0.001,True
POSCAR_Co2Tl3_1_st975,1.91,-1.908,0.003,True
POSCAR_Co2Tl3_1_x025,1.972,-1.971,0.002,True
POSCAR_Co2Tl3_1_x050,1.978,-1.978,-0.0,True
POSCAR_Co2Tl3_1_x950,1.937,-1.935,0.003,True
POSCAR_Co2Tl3_1_x975,1.951,-1.951,0.0,True
POSCAR_Co2Tl3_1_y025,1.973,-1.973,0.0,True
POSCAR_Co2Tl3_1_y050,1.985,-1.984,0.001,True
POSCAR_Co2Tl3_1_y950,1.93,-1.93,0.0,True
POSCAR_Co2Tl3_1_y975,1.949,-1.947,0.003,True
POSCAR_Co2Tl3_1_z025,1.98,-1.978,0.003,True
POSCAR_Co2Tl3_1_z050,1.993,-1.992,0.001,True
POSCAR_Co2Tl3_1_z950,1.916,-1.916,0.001,True
POSCAR_Co2Tl3_1_z975,1.94,-1.939,0.002,True
POSCAR_Cr2F4_cluster1,3.793,-3.793,0.0,True
POSCAR_Cr2F4_cluster1_st025,3.801,-3.801,0.0,True
POSCAR_Cr2F4_cluster1_st050,3.809,-3.809,0.0,True
POSCAR_Cr2F4_cluster1_st950,3.772,-3.772,0.0,True
POSCAR_Cr2F4_cluster1_st975,3.784,-3.784,0.0,True
POSCAR_Cr2F4_cluster2,3.793,-3.792,-0.0,True
POSCAR_Cr2F4_cluster2_st025,3.801,-3.801,-0.0,True
POSCAR_Cr2F4_cluster2_st050,3.806,-3.806,-0.0,True
POSCAR_Cr2F4_cluster2_st950,3.781,-3.781,-0.0,True
POSCAR_Cr2F4_cluster2_st975,3.788,-3.788,-0.0,True
POSCAR_Cr2F6_cluster1,2.913,-2.913,-0.0,True
POSCAR_Cr2F6_cluster1_st025,2.939,-2.939,-0.0,True
POSCAR_Cr2F6_cluster1_st050,2.966,-2.966,-0.0,True
POSCAR_Cr2F6_cluster1_st950,2.861,-2.861,-0.0,True
POSCAR_Cr2F6_cluster1_st975,2.887,-2.887,-0.0,True
POSCAR_Cr2F6_cluster2,2.919,-2.919,0.0,True
POSCAR_Cr2F6_cluster2_st025,2.946,-2.946,0.0,True
POSCAR_Cr2F6_cluster2_st050,2.974,-2.974,0.0,True
POSCAR_Cr2F6_cluster2_st950,2.864,-2.864,0.0,True
POSCAR_Cr2F6_cluster2_st975,2.892,-2.892,0.0,True
POSCAR_Cr2F8_cluster1,2.07,-2.07,0.0,True
POSCAR_Cr2F8_cluster1_st025,2.147,-2.147,0.0,True
POSCAR_Cr2F8_cluster1_st050,2.243,-2.244,0.0,True
POSCAR_Cr2F8_cluster1_st950,1.951,-1.951,0.0,True
POSCAR_Cr2F8_cluster1_st975,2.006,-2.006,0.0,True
POSCAR_Cr2F8_cluster2,2.078,-2.078,0.0,True
POSCAR_Cr2F8_cluster2_st025,2.155,-2.155,0.0,True
POSCAR_Cr2F8_cluster2_st050,2.25,-2.25,0.0,True
POSCAR_Cr2F8_cluster2_st950,1.961,-1.961,0.0,True
POSCAR_Cr2F8_cluster2_st975,2.015,-2.015,0.0,True
POSCAR_Cr2F8_cluster3,2.078,-2.078,0.0,True
POSCAR_Cr2F8_cluster3_st025,2.155,-2.155,0.0,True
POSCAR_Cr2F8_cluster3_st050,2.25,-2.25,0.0,True
POSCAR_Cr2F8_cluster3_st950,1.961,-1.961,0.0,True
POSCAR_Cr2F8_cluster3_st975,2.015,-2.015,0.0,True
POSCAR_Cr2Ga2_2,4.0,-4.0,-0.0,True
POSCAR_Cr2Ga2_2_st050,4.097,-4.097,-0.001,True
POSCAR_Cr2Ga2_2_st950,3.864,-3.864,-0.0,True
POSCAR_Cr2Ga2_2_st975,3.937,-3.937,-0.0,True
POSCAR_Cr2Ga2_2_x025,4.016,-4.016,0.0,True
POSCAR_Cr2Ga2_2_x050,4.029,-4.029,0.001,True
POSCAR_Cr2Ga2_2_x950,3.957,-3.956,0.001,True
POSCAR_Cr2Ga2_2_x975,3.979,-3.979,-0.001,True
POSCAR_Cr2Ga2_2_y025,4.018,-4.017,0.003,True
POSCAR_Cr2Ga2_2_y050,4.034,-4.034,0.0,True
POSCAR_Cr2Ga2_2_y950,3.952,-3.952,-0.001,True
POSCAR_Cr2Ga2_2_y975,3.978,-3.978,-0.0,True
POSCAR_Cr2Ga2_2_z025,4.015,-4.015,0.0,True
POSCAR_Cr2Ga2_2_z050,4.028,-4.028,-0.001,True
POSCAR_Cr2Ga2_2_z950,3.957,-3.956,0.002,True
POSCAR_Cr2Ga2_2_z975,3.979,-3.979,0.0,True
POSCAR_Cr2Ge2_3,3.906,-3.907,-0.001,True
POSCAR_Cr2Ge2_3_st025,3.971,-3.971,-0.0,True
POSCAR_Cr2Ge2_3_st950,3.739,-3.739,-0.0,True
POSCAR_Cr2Ge2_3_st975,3.83,-3.831,-0.0,True
POSCAR_Cr2Ge2_3_x025,3.921,-3.921,-0.0,True
POSCAR_Cr2Ge2_3_x050,3.935,-3.936,-0.0,True
POSCAR_Cr2Ge2_3_x950,3.876,-3.876,-0.0,True
POSCAR_Cr2Ge2_3_x975,3.891,-3.891,-0.001,True
POSCAR_Cr2Ge2_3_y025,3.921,-3.921,-0.0,True
POSCAR_Cr2Ge2_3_y050,3.935,-3.936,-0.0,True
POSCAR_Cr2Ge2_3_y950,3.876,-3.876,-0.0,True
POSCAR_Cr2Ge2_3_y975,3.891,-3.891,-0.001,True
POSCAR_Cr2Ge2_3_z025,3.944,-3.945,-0.0,True
POSCAR_Cr2Ge2_3_z050,3.979,-3.979,-0.0,True
POSCAR_Cr2Ge2_3_z950,3.823,-3.823,-0.0,True
POSCAR_Cr2Ge2_3_z975,3.865,-3.866,-0.001,True
POSCAR_Cr2Ge3_1,3.918,-3.919,-0.004,True
POSCAR_Cr2Ge3_1_st025,3.983,-3.982,0.001,True
POSCAR_Cr2Ge3_1_st050,4.035,-4.034,0.002,True
POSCAR_Cr2Ge3_1_st950,3.742,-3.741,0.001,True
POSCAR_Cr2Ge3_1_st975,3.84,-3.839,0.001,True
POSCAR_Cr2Ge3_1_x025,3.939,-3.938,0.003,True
POSCAR_Cr2Ge3_1_x050,3.955,-3.954,0.0,True
POSCAR_Cr2Ge3_1_x950,3.868,-3.867,0.0,True
POSCAR_Cr2Ge3_1_x975,3.894,-3.894,-0.002,True
POSCAR_Cr2Ge3_1_y025,3.939,-3.938,0.003,True
POSCAR_Cr2Ge3_1_y050,3.955,-3.954,0.001,True
POSCAR_Cr2Ge3_1_y950,3.868,-3.867,0.001,True
POSCAR_Cr2Ge3_1_y975,3.894,-3.895,-0.002,True
POSCAR_Cr2Ge3_1_z025,3.946,-3.944,0.004,True
POSCAR_Cr2Ge3_1_z050,3.968,-3.967,0.003,True
POSCAR_Cr2Ge3_1_z950,3.851,-3.852,-0.002,True
POSCAR_Cr2Ge3_1_z975,3.886,-3.887,-0.002,True
POSCAR_Cr2In2_5,4.115,-4.116,-0.002,True
POSCAR_Cr2In2_5_st025,4.155,-4.156,-0.001,True
POSCAR_Cr2In2_5_st050,4.191,-4.19,0.004,True
POSCAR_Cr2In2_5_st950,4.014,-4.017,-0.004,True
POSCAR_Cr2In2_5_st975,4.069,-4.07,-0.001,True
POSCAR_Cr2In2_5_x025,4.129,-4.13,-0.002,True
POSCAR_Cr2In2_5_x050,4.145,-4.143,0.001,True
POSCAR_Cr2In2_5_x950,4.082,-4.089,-0.017,False
POSCAR_Cr2In2_5_x975,4.101,-4.101,-0.001,True
POSCAR_Cr2In2_5_y025,4.122,-4.123,-0.002,True
POSCAR_Cr2In2_5_y050,4.129,-4.13,-0.0,True
POSCAR_Cr2In2_5_y950,4.103,-4.104,-0.003,True
POSCAR_Cr2In2_5_y975,4.108,-4.11,-0.004,True
POSCAR_Cr2In2_5_z025,4.134,-4.138,-0.006,True
POSCAR_Cr2In2_5_z050,4.154,-4.158,-0.008,True
POSCAR_Cr2In2_5_z950,4.072,-4.072,-0.001,True
POSCAR_Cr2In2_5_z975,4.094,-4.094,-0.001,True
POSCAR_Cr2In5_1,4.154,-4.155,0.001,True
POSCAR_Cr2In5_1_st025,4.192,-4.193,0.002,True
POSCAR_Cr2In5_1_st050,4.225,-4.225,0.003,True
POSCAR_Cr2In5_1_st950,4.059,-4.06,0.001,True
POSCAR_Cr2In5_1_st975,4.109,-4.11,-0.001,True
POSCAR_Cr2In5_1_x025,4.167,-4.169,-0.002,True
POSCAR_Cr2In5_1_x050,4.178,-4.181,-0.005,True
POSCAR_Cr2In5_1_x950,4.119,-4.121,-0.003,True
POSCAR_Cr2In5_1_x975,4.138,-4.14,-0.002,True
POSCAR_Cr2In5_1_y025,4.164,-4.167,-0.006,True
POSCAR_Cr2In5_1_y050,4.176,-4.177,-0.0,True
POSCAR_Cr2In5_1_y950,4.129,-4.131,-0.002,True
POSCAR_Cr2In5_1_y975,4.141,-4.142,0.001,True
POSCAR_Cr2In5_1_z025,4.167,-4.167,0.005,True
POSCAR_Cr2In5_1_z050,4.178,-4.18,-0.002,True
POSCAR_Cr2In5_1_z950,4.127,-4.128,0.001,True
POSCAR_Cr2In5_1_z975,4.141,-4.141,0.004,True
POSCAR_Cr2In8_2,4.148,-4.149,-0.001,True
POSCAR_Cr2In8_2_st025,4.187,-4.188,0.0,True
POSCAR_Cr2In8_2_st050,4.222,-4.222,0.001,True
POSCAR_Cr2In8_2_st950,4.051,-4.052,0.0,True
POSCAR_Cr2In8_2_st975,4.104,-4.104,0.0,True
POSCAR_Cr2In8_2_x025,4.161,-4.162,-0.003,True
POSCAR_Cr2In8_2_x050,4.174,-4.175,-0.003,True
POSCAR_Cr2In8_2_x950,4.125,-4.126,-0.002,True
POSCAR_Cr2In8_2_x975,4.137,-4.137,0.0,True
POSCAR_Cr2In8_2_y025,4.165,-4.167,-0.004,True
POSCAR_Cr2In8_2_y050,4.182,-4.183,-0.005,True
POSCAR_Cr2In8_2_y950,4.113,-4.113,0.002,True
POSCAR_Cr2In8_2_y975,4.132,-4.133,-0.002,True
POSCAR_Cr2In8_2_z025,4.16,-4.161,-0.004,True
POSCAR_Cr2In8_2_z050,4.171,-4.172,0.0,True
POSCAR_Cr2In8_2_z950,4.123,-4.125,-0.003,True
POSCAR_Cr2In8_2_z975,4.137,-4.137,0.0,True
POSCAR_Cr2N2_7,2.923,-2.922,-0.0,True
POSCAR_Cr2N2_7_st025,3.007,-3.007,0.0,True
POSCAR_Cr2N2_7_st050,3.091,-3.091,0.0,True
POSCAR_Cr2N2_7_st950,2.738,-2.738,-0.0,True
POSCAR_Cr2N2_7_st975,2.834,-2.834,-0.0,True
POSCAR_Cr2N2_7_x025,2.948,-2.948,-0.0,True
POSCAR_Cr2N2_7_x050,2.973,-2.973,0.0,True
POSCAR_Cr2N2_7_x950,2.867,-2.867,-0.0,True
POSCAR_Cr2N2_7_x975,2.895,-2.895,-0.0,True
POSCAR_Cr2N2_7_y025,2.948,-2.948,-0.0,True
POSCAR_Cr2N2_7_y050,2.973,-2.973,0.0,True
POSCAR_Cr2N2_7_y950,2.867,-2.867,-0.0,True
POSCAR_Cr2N2_7_y975,2.895,-2.895,-0.0,True
POSCAR_Cr2N2_7_z025,2.955,-2.955,-0.0,True
POSCAR_Cr2N2_7_z050,2.986,-2.986,-0.0,True
POSCAR_Cr2N2_7_z950,2.851,-2.851,-0.0,True
POSCAR_Cr2N2_7_z975,2.888,-2.888,-0.0,True
POSCAR_Cr2O2_2,3.669,-3.669,-0.0,True
POSCAR_Cr2O2_2_st025,3.698,-3.698,-0.0,True
POSCAR_Cr2O2_2_st050,3.724,-3.724,-0.0,True
POSCAR_Cr2O2_2_st950,3.599,-3.599,-0.0,True
POSCAR_Cr2O2_2_st975,3.636,-3.636,-0.0,True
POSCAR_Cr2O2_2_x025,3.681,-3.669,0.006,True
POSCAR_Cr2O2_2_x050,3.693,-3.669,0.012,False
POSCAR_Cr2O2_2_x950,3.641,-3.667,-0.016,False
POSCAR_Cr2O2_2_x975,3.656,-3.668,-0.007,True
POSCAR_Cr2O2_2_y025,3.669,-3.681,-0.006,True
POSCAR_Cr2O2_2_y050,3.669,-3.693,-0.012,False
POSCAR_Cr2O2_2_y950,3.667,-3.641,0.016,False
POSCAR_Cr2O2_2_y975,3.668,-3.656,0.007,True
POSCAR_Cr2O2_2_z025,3.685,-3.685,-0.0,True
POSCAR_Cr2O2_2_z050,3.699,-3.699,-0.0,True
POSCAR_Cr2O2_2_z950,3.629,-3.629,-0.0,True
POSCAR_Cr2O2_2_z975,3.651,-3.651,-0.0,True
POSCAR_Cr2O4_2,2.134,-2.134,-0.0,True
POSCAR_Cr2O4_2_st025,2.258,-2.259,-0.0,True
POSCAR_Cr2O4_2_st050,2.432,-2.433,-0.0,True
POSCAR_Cr2O4_2_st950,1.949,-1.949,0.0,True
POSCAR_Cr2O4_2_st975,2.035,-2.035,0.0,True
POSCAR_Cr2O4_2_x025,2.184,-2.184,-0.0,True
POSCAR_Cr2O4_2_x050,2.238,-2.238,-0.0,True
POSCAR_Cr2O4_2_x950,2.047,-2.047,0.0,True
POSCAR_Cr2O4_2_x975,2.089,-2.089,-0.0,True
POSCAR_Cr2O4_2_y025,2.167,-2.167,-0.0,True
POSCAR_Cr2O4_2_y050,2.204,-2.204,-0.0,True
POSCAR_Cr2O4_2_y950,2.077,-2.077,-0.0,True
POSCAR_Cr2O4_2_y975,2.104,-2.105,-0.0,True
POSCAR_Cr2O4_2_z025,2.167,-2.167,-0.0,True
POSCAR_Cr2O4_2_z050,2.204,-2.204,-0.0,True
POSCAR_Cr2O4_2_z950,2.077,-2.077,-0.0,True
POSCAR_Cr2O4_2_z975,2.105,-2.105,-0.0,True
POSCAR_Cr2P18_1,3.497,-3.5,-0.001,True
POSCAR_Cr2P18_1_x025,3.578,-3.581,-0.002,True
POSCAR_Cr2P18_1_x050,3.634,-3.636,-0.002,True
POSCAR_Cr2P18_1_x950,3.341,-3.342,0.001,True
POSCAR_Cr2P18_1_x975,3.415,-3.417,0.001,True
POSCAR_Cr2P18_1_y025,3.553,-3.556,-0.002,True
POSCAR_Cr2P18_1_y050,3.593,-3.595,-0.002,True
POSCAR_Cr2P18_1_y950,3.321,-3.323,-0.003,True
POSCAR_Cr2P18_1_y975,3.421,-3.425,-0.005,True
POSCAR_Cr2P18_1_z025,3.524,-3.525,-0.0,True
POSCAR_Cr2P18_1_z050,3.554,-3.555,0.002,True
POSCAR_Cr2P18_1_z950,3.37,-3.372,-0.001,True
POSCAR_Cr2P18_1_z975,3.459,-3.462,-0.005,True
POSCAR_Cr2P4_2,3.447,-3.446,0.0,True
POSCAR_Cr2P4_2_st025,3.548,-3.548,0.0,True
POSCAR_Cr2P4_2_st050,3.642,-3.642,0.0,True
POSCAR_Cr2P4_2_st950,3.171,-3.17,0.001,True
POSCAR_Cr2P4_2_st975,3.328,-3.328,0.0,True
POSCAR_Cr2P4_2_x025,3.464,-3.464,0.0,True
POSCAR_Cr2P4_2_x050,3.482,-3.482,0.0,True
POSCAR_Cr2P4_2_x950,3.442,-3.441,0.0,True
POSCAR_Cr2P4_2_x975,3.436,-3.436,0.001,True
POSCAR_Cr2P4_2_y025,3.501,-3.5,0.0,True
POSCAR_Cr2P4_2_y050,3.563,-3.562,0.0,True
POSCAR_Cr2P4_2_y950,3.337,-3.336,0.0,True
POSCAR_Cr2P4_2_y975,3.393,-3.393,0.0,True
POSCAR_Cr2P4_2_z025,3.492,-3.492,0.0,True
POSCAR_Cr2P4_2_z050,3.557,-3.557,0.001,True
POSCAR_Cr2P4_2_z950,3.369,-3.368,0.0,True
POSCAR_Cr2P4_2_z975,3.408,-3.408,0.0,True
POSCAR_Cr2P8_1,3.731,-3.731,0.0,True
POSCAR_Cr2P8_1_st025,3.79,-3.79,0.0,True
POSCAR_Cr2P8_1_st050,3.839,-3.839,-0.0,True
POSCAR_Cr2P8_1_st950,3.533,-3.533,0.001,True
POSCAR_Cr2P8_1_st975,3.65,-3.65,0.0,True
POSCAR_Cr2P8_1_x025,3.75,-3.75,0.0,True
POSCAR_Cr2P8_1_x050,3.768,-3.768,-0.0,True
POSCAR_Cr2P8_1_x950,3.691,-3.691,0.0,True
POSCAR_Cr2P8_1_x975,3.711,-3.711,0.0,True
POSCAR_Cr2P8_1_y025,3.754,-3.754,0.0,True
POSCAR_Cr2P8_1_y050,3.775,-3.775,-0.0,True
POSCAR_Cr2P8_1_y950,3.672,-3.672,0.001,True
POSCAR_Cr2P8_1_y975,3.705,-3.705,0.0,True
POSCAR_Cr2P8_1_z025,3.755,-3.755,0.0,True
POSCAR_Cr2P8_1_z050,3.776,-3.776,0.0,True
POSCAR_Cr2P8_1_z950,3.679,-3.679,0.0,True
POSCAR_Cr2P8_1_z975,3.706,-3.706,0.0,True
POSCAR_Cr2P8_2,3.665,-3.665,-0.0,True
