mag_atom_name,structure,fermi_level,gamma_avg_meV,band_number,max_split_eV,kx,ky,kz,ion1_tot,ion2_tot,overall_tot
Ag,POSCAR_Fe2P6_2_z025,7.2542,8.026,22,0.562025,0.333333,0.25,0,1.825,-1.828,-0.002
Ag,POSCAR_Fe2P6_2_z050,6.8849,12.773,22,0.539869,0.333333,0,0.285714,1.926,-1.926,0.003
Ag,POSCAR_Fe2P6_2_z950,8.1492,14.125,22,0.524054,0.222222,0.25,0.142857,1.591,-1.592,0
Ag,POSCAR_Fe2P6_2_z975,7.8088,9.099,22,0.509917,0.333333,0.25,0,1.661,-1.662,0
Ag,POSCAR_Fe2P8_1_x025,7.4314,1.97,27,1.00309,-0.222222,0.333333,0,3.327,-3.327,0
Ag,POSCAR_Fe2P8_1_x050,7.1604,1.998,27,1.000337,-0.222222,0.333333,0,3.363,-3.362,0.001
Ag,POSCAR_Fe2P8_1_x950,8.0999,2.226,27,0.9856,0.222222,0.333333,0,3.14,-3.14,0.001
Ag,POSCAR_Fe2P8_1_x975,7.8836,2.646,27,1.000008,-0.222222,0.333333,0,3.228,-3.23,-0.003
Ag,POSCAR_Fe2P8_1_y025,7.3919,2.06,27,0.939211,-0.333333,0.333333,0.166667,3.323,-3.322,0.003
Ag,POSCAR_Fe2P8_1_y050,7.1158,1.572,27,0.925572,-0.333333,0.333333,0.166667,3.356,-3.356,0.001
Ag,POSCAR_Fe2P8_1_y950,8.2385,2.917,27,1.023402,-0.222222,0.333333,0.166667,3.188,-3.191,-0.004
Ag,POSCAR_Fe2P8_1_y975,7.9555,2.666,27,1.047139,-0.222222,0.333333,0.166667,3.239,-3.24,-0.001
Ag,POSCAR_Fe2P8_1_z025,7.392,2.226,27,0.990514,-0.222222,0.333333,0.166667,3.339,-3.338,0.002
Ag,POSCAR_Fe2P8_1_z050,7.1079,2.302,27,0.906559,-0.222222,-0.333333,0.166667,3.38,-3.38,0.001
Ag,POSCAR_Fe2P8_1_z950,8.169,1.947,27,1.05317,-0.222222,0.333333,0,3.125,-3.126,-0.001
Ag,POSCAR_Fe2P8_1_z975,7.92,2.718,27,1.050953,-0.222222,0.333333,0,3.213,-3.211,0.004
Ag,POSCAR_Fe2Pb2_1_x025,5.913,2.587,22,0.015253,0.090909,0.363636,0,3.11,-3.111,0
Ag,POSCAR_Fe2Pb2_1_x050,5.6698,2.987,22,0.014857,0,0.363636,0,3.124,-3.126,-0.002
Ag,POSCAR_Fe2Pb2_1_x950,6.6708,3.04,22,0.017254,0.090909,0.363636,0,3.064,-3.064,0.001
Ag,POSCAR_Fe2Pb2_1_x975,6.4095,3.772,22,0.014572,0,0.363636,0,3.078,-3.081,-0.004
Ag,POSCAR_Fe2Pb2_1_y025,5.9037,2.928,22,0.01522,0,0.363636,0,3.113,-3.114,-0.001
Ag,POSCAR_Fe2Pb2_1_y050,5.666,3.316,22,0.015241,0,0.363636,0,3.128,-3.131,-0.002
Ag,POSCAR_Fe2Pb2_1_y950,6.6695,3.472,22,0.018215,0,0.363636,0,3.053,-3.054,-0.001
Ag,POSCAR_Fe2Pb2_1_y975,6.4109,2.49,22,0.014636,0,0.363636,0,3.074,-3.075,-0.001
Ag,POSCAR_Fe2Pb2_1_z025,5.9157,2.523,22,0.014705,0,0.363636,0,3.104,-3.105,0
Ag,POSCAR_Fe2Pb2_1_z050,5.6504,2.439,22,0.014618,0,0.363636,0,3.112,-3.112,0
Ag,POSCAR_Fe2Pb2_1_z950,6.6587,2.114,22,0.016248,0.090909,0.363636,0,3.077,-3.077,0
Ag,POSCAR_Fe2Pb2_1_z975,6.4062,2.146,22,0.014827,0.090909,0.363636,0,3.084,-3.085,0
Ag,POSCAR_Fe2Pb4_2_x025,6.0026,1.578,33,0.015081,-0.454545,0.142857,0,3.022,-3.022,0
Ag,POSCAR_Fe2Pb4_2_x050,5.7756,1.679,33,0.014015,-0.454545,0.142857,0,3.038,-3.038,-0.001
Ag,POSCAR_Fe2Pb4_2_x950,6.7943,1.649,33,0.015249,-0.363636,0.142857,0.4,2.972,-2.975,-0.004
Ag,POSCAR_Fe2Pb4_2_x975,6.5111,2.284,34,0.017851,0.272727,0,0.2,2.992,-2.991,0
Ag,POSCAR_Fe2Pb4_2_y025,6.0008,1.805,33,0.015573,-0.454545,0.142857,0,3.025,-3.025,0
Ag,POSCAR_Fe2Pb4_2_y050,5.768,2.041,33,0.014791,-0.454545,0.142857,0,3.042,-3.041,0.002
Ag,POSCAR_Fe2Pb4_2_y950,6.8162,1.851,33,0.016154,-0.454545,0.142857,0,2.967,-2.967,-0.001
Ag,POSCAR_Fe2Pb4_2_y975,6.5355,1.534,33,0.016779,-0.454545,0.142857,0,2.986,-2.987,-0.003
Ag,POSCAR_Fe2Pb4_2_z025,6.1304,1.081,36,0.01749,-0.454545,0.285714,0.4,3.375,-3.376,-0.001
Ag,POSCAR_Fe2Pb4_2_z050,5.9129,1.42,36,0.018749,-0.454545,0.285714,0.4,3.41,-3.411,-0.002
Ag,POSCAR_Fe2Pb4_2_z950,6.8039,2.266,34,0.01814,0.272727,0,0.2,2.987,-2.986,0.002
Ag,POSCAR_Fe2Pb4_2_z975,6.5254,1.682,33,0.016326,-0.454545,0.142857,0,2.998,-2.997,0.002
Ag,POSCAR_Fe2S4_1_x025,5.0924,0.033,20,0.453503,-0.272727,-0.111111,0.285714,3.591,-3.591,0
Ag,POSCAR_Fe2S4_1_x050,4.7769,0.033,20,0.46693,-0.272727,-0.111111,0.285714,3.604,-3.604,0
Ag,POSCAR_Fe2S4_1_x950,6.0785,0.035,20,0.419424,-0.181818,-0.222222,0.285714,3.538,-3.538,0
Ag,POSCAR_Fe2S4_1_x975,5.7935,0.035,20,0.426688,-0.272727,-0.111111,0.285714,3.559,-3.559,0
Ag,POSCAR_Fe2S4_1_y025,5.1615,0.069,20,0.427789,-0.272727,-0.111111,0.285714,3.591,-3.591,0
Ag,POSCAR_Fe2S4_1_y050,4.8007,0.039,20,0.418656,-0.272727,-0.111111,0.285714,3.604,-3.604,0
Ag,POSCAR_Fe2S4_1_y950,6.1844,0.035,20,0.478339,-0.272727,0.111111,0.285714,3.54,-3.54,0
Ag,POSCAR_Fe2S4_1_y975,5.8204,0.034,20,0.456598,-0.272727,-0.111111,0.285714,3.559,-3.559,0
Ag,POSCAR_Fe2S4_1_z025,5.1774,0.037,20,0.444037,-0.272727,-0.111111,0.285714,3.595,-3.595,0
Ag,POSCAR_Fe2S4_1_z050,5.0056,0.038,20,0.443206,-0.272727,0.111111,0.285714,3.611,-3.611,0
Ag,POSCAR_Fe2S4_1_z950,5.9292,0.041,20,0.46549,0.181818,-0.111111,0.285714,3.526,-3.526,0
Ag,POSCAR_Fe2S4_1_z975,5.682,0.039,20,0.433768,-0.272727,-0.111111,0.285714,3.553,-3.553,0
Ag,POSCAR_Fe2Se2_1_x025,3.9326,0.474,13,0.792916,0,0.181818,0.285714,3.584,-3.584,0
Ag,POSCAR_Fe2Se2_1_x950,4.5364,0.356,13,0.827462,0.272727,-0.272727,0.285714,3.529,-3.529,0
Ag,POSCAR_Fe2Se2_1_x975,4.26,0.418,12,0.810135,-0.363636,0.090909,0.285714,3.555,-3.555,0
Ag,POSCAR_Fe2Se2_1_y025,3.9326,0.371,13,0.793546,-0.181818,0,0.285714,3.584,-3.584,0
Ag,POSCAR_Fe2Se2_1_y050,3.7575,0.439,13,0.70893,-0.181818,0,0.285714,3.591,-3.591,0
Ag,POSCAR_Fe2Se2_1_y950,4.5322,0.431,13,0.820531,0.272727,-0.272727,0.285714,3.527,-3.527,0
Ag,POSCAR_Fe2Se2_1_y975,4.2608,0.474,13,0.809219,0,0.181818,0.285714,3.554,-3.555,0
Ag,POSCAR_Fe2Se2_1_z025,3.756,0.335,12,0.772098,0,-0.363636,0.285714,3.584,-3.584,0
Ag,POSCAR_Fe2Se2_1_z050,3.5242,0.349,12,0.632281,-0.090909,-0.363636,0.285714,3.597,-3.597,0
Ag,POSCAR_Fe2Se2_1_z950,4.8492,0.355,13,0.821582,-0.272727,0,0.285714,3.535,-3.535,0
Ag,POSCAR_Fe2Se2_1_z975,4.5189,0.333,13,0.86069,0,0.181818,0.285714,3.554,-3.554,0
Ag,POSCAR_Fe2Se4_1_x025,3.8944,0.307,20,0.465244,0.2,0.125,0.285714,3.582,-3.582,0
Ag,POSCAR_Fe2Se4_1_x050,3.6458,0.294,20,0.464712,0.2,0.125,0.285714,3.596,-3.595,0
Ag,POSCAR_Fe2Se4_1_x950,4.6003,0.334,20,0.464481,0.2,0.125,0.285714,3.526,-3.526,0
Ag,POSCAR_Fe2Se4_1_x975,4.3586,0.313,20,0.462569,0.2,0.125,0.285714,3.549,-3.549,0
Ag,POSCAR_Fe2Se4_1_y025,3.856,0.304,20,0.441982,0.2,0.125,0.285714,3.58,-3.58,0
Ag,POSCAR_Fe2Se4_1_y050,3.5922,0.324,20,0.425202,0.2,0.125,0.285714,3.592,-3.592,0
Ag,POSCAR_Fe2Se4_1_y950,4.7495,0.331,20,0.499109,-0.2,0.125,0.285714,3.534,-3.534,0
Ag,POSCAR_Fe2Se4_1_y975,4.434,0.315,20,0.487885,0.2,0.125,0.285714,3.552,-3.551,0
Ag,POSCAR_Fe2Se4_1_z025,3.9232,0.298,20,0.456044,-0.2,0.125,0.285714,3.584,-3.584,0
Ag,POSCAR_Fe2Se4_1_z050,3.7175,0.294,20,0.412051,-0.2,0.125,0.285714,3.598,-3.598,0
Ag,POSCAR_Fe2Se4_1_z950,4.5865,0.341,20,0.406915,0.2,0.125,0.285714,3.522,-3.522,0
Ag,POSCAR_Fe2Se4_1_z975,4.3573,0.323,20,0.435,0.2,0.125,0.285714,3.547,-3.546,0
Ag,POSCAR_Fe2Se8_1_x025,3.1426,0.896,26,0.011136,-0.166667,-0.142857,0.142857,3.755,-3.754,0.001
Ag,POSCAR_Fe2Se8_1_x050,2.9586,0.27,29,0.009204,-0.166667,-0.142857,0.142857,3.762,-3.762,0.001
Ag,POSCAR_Fe2Se8_1_x950,3.6683,0.252,28,0.012343,0.166667,-0.142857,0.285714,3.695,-3.695,0
Ag,POSCAR_Fe2Se8_1_x975,3.4898,0.327,26,0.011887,-0.166667,-0.285714,0.142857,3.72,-3.72,0.001
Ag,POSCAR_Fe2Se8_1_y025,3.0358,0.785,26,0.010178,-0.166667,-0.285714,0.142857,3.751,-3.751,0.001
Ag,POSCAR_Fe2Se8_1_y050,2.7689,0.538,28,0.010682,-0.166667,-0.142857,0.285714,3.761,-3.76,0.002
Ag,POSCAR_Fe2Se8_1_y950,3.857,1.057,26,0.010573,0.166667,-0.285714,0.142857,3.702,-3.704,-0.005
Ag,POSCAR_Fe2Se8_1_y975,3.5798,0.479,26,0.01063,-0.166667,-0.285714,0.142857,3.725,-3.725,0
Ag,POSCAR_Fe2Se8_1_z025,3.0332,0.492,26,0.010983,-0.166667,-0.285714,0.142857,3.751,-3.751,0
Ag,POSCAR_Fe2Se8_1_z050,2.7697,0.297,26,0.012213,-0.166667,-0.285714,0.142857,3.761,-3.761,0
Ag,POSCAR_Fe2Se8_1_z950,3.8587,1.624,27,0.011394,0.166667,-0.142857,0.285714,3.705,-3.703,0.007
Ag,POSCAR_Fe2Se8_1_z975,3.5792,1.12,29,0.010115,0.333333,-0.142857,0.142857,3.725,-3.725,0.002
Ag,POSCAR_Fe2Si2_3_x025,7.9622,1.558,12,0.75042,-0.357143,-0.071429,0.333333,2.715,-2.714,0.001
Ag,POSCAR_Fe2Si2_3_x050,7.7069,1.043,12,0.892828,0.357143,0.071429,0.333333,2.777,-2.777,0
Ag,POSCAR_Fe2Si2_3_x950,8.719,3.628,12,0.526684,0.428571,-0.428571,0.333333,2.474,-2.476,-0.003
Ag,POSCAR_Fe2Si2_3_x975,8.4779,0.917,12,0.596603,0,-0.428571,0.333333,2.545,-2.546,-0.001
Ag,POSCAR_Fe2Si2_3_y025,7.961,0.858,12,0.764984,-0.071429,-0.357143,0.333333,2.711,-2.71,0.001
Ag,POSCAR_Fe2Si2_3_y050,7.7098,1.304,12,0.91,0.071429,0.357143,0.333333,2.776,-2.775,0.002
Ag,POSCAR_Fe2Si2_3_y950,8.7447,1.507,12,0.556485,0.428571,0,0.333333,2.478,-2.48,-0.002
Ag,POSCAR_Fe2Si2_3_y975,8.475,1.335,12,0.586776,0.428571,0,0.333333,2.544,-2.545,-0.002
Ag,POSCAR_Fe2Si2_3_z025,7.9763,0.309,12,0.749432,0,0.428571,0.333333,2.713,-2.713,0
Ag,POSCAR_Fe2Si2_3_z050,7.7898,0.245,12,0.847995,-0.428571,0.428571,0.333333,2.784,-2.784,0
Ag,POSCAR_Fe2Si2_3_z950,8.6548,1.114,12,0.543913,0.428571,-0.428571,0.333333,2.476,-2.475,0.001
Ag,POSCAR_Fe2Si2_3_z975,8.3925,0.293,12,0.562156,0.428571,-0.428571,0.333333,2.538,-2.538,0
Ag,POSCAR_Fe2Si2_4_x050,8.1241,0.939,12,0.002876,0.307692,0,0.25,2.744,-2.745,-0.001
Ag,POSCAR_Fe2Si2_4_x950,9.2119,1.044,13,0.002862,0.461539,0,0,2.51,-2.511,-0.001
Ag,POSCAR_Fe2Si2_4_y025,8.4844,7.519,13,0.023373,0,0.307692,0.25,2.81,-2.81,0
Ag,POSCAR_Fe2Si2_4_y050,8.1243,0.94,9,0.00272,0,0,0,2.745,-2.745,-0.001
Ag,POSCAR_Fe2Si2_4_y950,9.2115,1.011,13,0.002885,0,0.461539,0,2.51,-2.511,-0.001
Ag,POSCAR_Fe2Si2_4_y975,8.887,5.29,12,0.00964,0,0,0,2.604,-2.607,-0.003
Ag,POSCAR_Fe2Si2_4_z025,8.4511,3.075,12,0.004747,0,0,0,2.731,-2.734,-0.003
Ag,POSCAR_Fe2Si2_4_z050,8.2408,2.991,12,0.007635,0.307692,0,0,2.79,-2.793,-0.003
Ag,POSCAR_Fe2Si2_4_z975,8.9038,2.336,13,0.010075,0,0.307692,0,2.647,-2.648,-0.001
Ag,POSCAR_Fe2Sn10_2_x025,7.2436,0.497,74,0.00447,0.5,0,0,3.364,-3.363,0
Ag,POSCAR_Fe2Sn10_2_x950,8.0978,0.438,76,0.004398,0.166667,0.166667,0,3.277,-3.277,0
Ag,POSCAR_Fe2Sn10_2_x975,7.8133,2.072,77,0.052604,0.5,0.5,0.5,3.314,-3.314,-0.004
Ag,POSCAR_Fe2Sn10_2_y025,7.2441,0.85,78,0.00932,0,-0.166667,0.166667,3.365,-3.364,0.001
Ag,POSCAR_Fe2Sn10_2_y050,6.9622,0.83,74,0.011328,0,0.5,0,3.39,-3.391,-0.004
Ag,POSCAR_Fe2Sn10_2_y950,8.0977,0.569,77,0.009996,0.5,0.5,0.5,3.277,-3.277,0.002
Ag,POSCAR_Fe2Sn10_2_y975,7.8153,0.596,78,0.016967,0.333333,0.5,0.333333,3.313,-3.313,0.001
Ag,POSCAR_Fe2Sn10_2_z025,7.2228,0.457,77,0.00716,0.5,0,0.5,3.382,-3.383,0.001
Ag,POSCAR_Fe2Sn10_2_z050,6.9359,0.708,77,0.006084,0.5,0,0.5,3.412,-3.412,0.003
Ag,POSCAR_Fe2Sn10_2_z950,8.0739,0.434,76,0.010409,-0.166667,-0.166667,0.333333,3.156,-3.155,0.002
Ag,POSCAR_Fe2Sn2_1_x950,7.2278,35.085,21,1.010577,0,-0.2,0.25,3.053,-3.057,-0.002
Ag,POSCAR_Fe2Sn2_1_x975,6.9529,25.667,21,0.960101,0,-0.2,0.25,3.077,-3.076,0.005
Ag,POSCAR_Fe2Sn2_1_y950,7.2314,37.675,21,1.016802,-0.2,0,0.25,3.057,-3.052,0.005
Ag,POSCAR_Fe2Sn2_1_y975,6.9522,27.052,21,0.963488,-0.2,0,0.25,3.076,-3.075,-0.002
Ag,POSCAR_Fe2Sn2_1_z025,6.4382,2.275,21,0.854956,-0.2,0,0.25,3.117,-3.117,0.002
Ag,POSCAR_Fe2Sn2_1_z050,6.2055,2.117,21,0.793869,0,-0.2,0.25,3.141,-3.138,0.006
Ag,POSCAR_Fe2Sn2_1_z950,7.1768,6.403,21,1.214414,0,-0.2,0.25,2.966,-2.965,0.002
Ag,POSCAR_Fe2Sn3_1_x025,6.6494,3.755,29,0.026797,0.5,0,0,3.119,-3.119,-0.001
Ag,POSCAR_Fe2Sn3_1_x050,6.4044,3.904,25,0.02625,0,0,0,3.127,-3.127,0
Ag,POSCAR_Fe2Sn3_1_x950,7.5352,4.493,30,0.046959,0.5,0,0,3.064,-3.059,0.007
Ag,POSCAR_Fe2Sn3_1_x975,7.2323,3.702,29,0.038668,0.5,0,0,3.094,-3.092,0.002
Ag,POSCAR_Fe2Sn3_1_y025,6.6681,4.501,29,0.077003,0.5,0,0,3.133,-3.135,-0.001
Ag,POSCAR_Fe2Sn3_1_y050,6.3989,3.179,29,0.038503,0.5,0,0,3.155,-3.154,0
Ag,POSCAR_Fe2Sn3_1_y950,7.5112,3.618,27,0.023003,0.5,0,0.5,3.039,-3.036,0.005
Ag,POSCAR_Fe2Sn3_1_y975,7.222,3.52,29,0.024814,-0.375,0,0.125,3.077,-3.076,0.001
Ag,POSCAR_Fe2Sn3_1_z025,6.6651,3.488,29,0.02949,0.5,0,0,3.13,-3.129,0.001
Ag,POSCAR_Fe2Sn3_1_z050,6.3932,3.309,29,0.031457,-0.375,0,0.125,3.116,-3.115,-0.001
Ag,POSCAR_Fe2Sn3_1_z950,7.4966,3.88,29,0.031952,0.5,0,0,3.058,-3.055,0.003
Ag,POSCAR_Fe2Sn3_1_z975,7.2165,3.626,29,0.02595,0.5,0,0,3.086,-3.084,0.003
Ag,POSCAR_Fe2Sn4_3_x025,6.3892,0.87,35,0.623912,0,0.142857,0.142857,3.088,-3.087,0.002
Ag,POSCAR_Fe2Sn4_3_x050,6.1378,0.805,35,0.593179,0,-0.142857,0.142857,3.105,-3.105,0
Ag,POSCAR_Fe2Sn4_3_x950,7.2305,0.616,35,0.723683,0,-0.142857,0.142857,3.024,-3.024,0.001
Ag,POSCAR_Fe2Sn4_3_x975,6.9502,0.625,35,0.692788,0,-0.142857,0.142857,3.051,-3.051,0
Ag,POSCAR_Fe2Sn4_3_y025,6.3896,0.584,35,0.620565,0,-0.142857,0.142857,3.082,-3.082,0.001
Ag,POSCAR_Fe2Sn4_3_y050,6.1198,0.572,35,0.580182,0,-0.142857,0.142857,3.093,-3.092,0.001
Ag,POSCAR_Fe2Sn4_3_y950,7.2706,0.728,35,0.744264,0,-0.142857,0.142857,3.035,-3.035,0
Ag,POSCAR_Fe2Sn4_3_y975,6.9559,0.752,35,0.702621,0,-0.142857,0.142857,3.053,-3.053,0
Ag,POSCAR_Fe2Sn4_3_z025,6.4599,0.6,35,0.688777,0,-0.142857,0.142857,3.086,-3.087,-0.001
Ag,POSCAR_Fe2Sn4_3_z050,6.2157,0.57,35,0.709362,0,-0.142857,0.142857,3.103,-3.103,0
Ag,POSCAR_Fe2Sn4_3_z950,7.1458,0.658,35,0.569504,0,-0.142857,0.142857,3.023,-3.023,0
Ag,POSCAR_Fe2Sn4_3_z975,6.8982,0.703,35,0.618607,0,-0.142857,0.142857,3.05,-3.05,0.001
Ag,POSCAR_Fe2Sn8_2_x025,6.8284,0.821,63,0.010574,0.285714,0.428571,0,3.152,-3.152,0
Ag,POSCAR_Fe2Sn8_2_x950,7.7366,0.561,63,0.008603,0.285714,0,0.428571,3.023,-3.024,-0.001
Ag,POSCAR_Fe2Sn8_2_x975,7.4054,0.354,59,0.007351,-0.428571,-0.428571,0.428571,3.069,-3.069,0
Ag,POSCAR_Fe2Sn8_2_y025,6.8348,1.144,62,0.017813,-0.428571,0.428571,0,3.154,-3.157,-0.005
Ag,POSCAR_Fe2Sn8_2_y950,7.736,0.768,62,0.011299,0.285714,-0.428571,0.142857,3.019,-3.019,0.001
Ag,POSCAR_Fe2Sn8_2_y975,7.4052,0.395,63,0.006448,0.428571,-0.142857,0.428571,3.068,-3.07,-0.003
Ag,POSCAR_Fe2Sn8_2_z025,6.8246,0.207,63,0.005729,-0.428571,-0.285714,0.428571,3.162,-3.163,-0.001
Ag,POSCAR_Fe2Sn8_2_z050,6.5767,0.454,62,0.008494,-0.428571,0.428571,0,3.209,-3.21,0
Ag,POSCAR_Fe2Sn8_2_z950,7.7029,1.242,62,0.099564,0,0.428571,0.428571,2.997,-2.996,0.003
Ag,POSCAR_Fe2Sn8_2_z975,7.4106,0.221,63,0.006726,0.428571,0,0.428571,3.055,-3.055,0
Ag,POSCAR_Fe2Te2_1_x025,5.9299,0.361,14,0.937695,0.3,0.3,0.285714,3.511,-3.51,0
Ag,POSCAR_Fe2Te2_1_x050,5.7211,0.322,14,0.950267,0.3,0.3,0.285714,3.524,-3.524,0
Ag,POSCAR_Fe2Te2_1_y025,6.0441,0.329,14,0.852307,-0.3,0,0.285714,3.516,-3.516,0
Ag,POSCAR_Fe2Te2_1_y950,6.6126,0.44,14,1.081198,0.3,0.3,0.285714,3.45,-3.45,0
Ag,POSCAR_Fe2Te2_1_y975,6.4339,0.432,14,1.012211,0.3,0.3,0.285714,3.474,-3.474,0
Ag,POSCAR_Fe2Te2_1_z025,5.8584,0.344,14,0.854222,-0.3,0,0.285714,3.515,-3.515,0
Ag,POSCAR_Fe2Te2_1_z050,5.4217,0.333,14,0.763478,0.3,0.3,0.285714,3.531,-3.531,0
Ag,POSCAR_Fe2Te2_1_z950,7.0253,0.415,14,1.033696,0.3,0.3,0.285714,3.452,-3.451,0
Ag,POSCAR_Fe2Te2_1_z975,6.6777,0.416,14,0.985148,0.3,0.3,0.285714,3.475,-3.475,0
Ag,POSCAR_Fe2Te4_1_x025,5.6879,0.16,17,0.344566,0,0.125,0.166667,3.529,-3.529,0
Ag,POSCAR_Fe2Te4_1_x050,5.4673,0.159,19,0.329021,0.5,-0.125,0.166667,3.547,-3.547,0
Ag,POSCAR_Fe2Te4_1_x950,6.4786,0.186,19,0.434914,0.2,-0.125,0.333333,3.458,-3.458,0
Ag,POSCAR_Fe2Te4_1_x975,6.1971,0.211,19,0.396656,0.2,0.125,0.333333,3.487,-3.487,0
Ag,POSCAR_Fe2Te4_1_y025,5.6782,0.214,20,0.342595,0,-0.375,0.166667,3.526,-3.526,0
Ag,POSCAR_Fe2Te4_1_y050,5.3807,0.271,17,0.381224,0,0.25,0.333333,3.54,-3.54,0
Ag,POSCAR_Fe2Te4_1_y950,6.5896,0.194,19,0.489238,0.3,0.375,0.333333,3.468,-3.468,0
Ag,POSCAR_Fe2Te4_1_y975,6.2768,0.176,19,0.396082,0.3,0.375,0.333333,3.49,-3.49,0
Ag,POSCAR_Fe2Te4_1_z025,5.7263,0.218,19,0.378912,-0.2,-0.125,0.333333,3.529,-3.529,0
Ag,POSCAR_Fe2Te4_1_z050,5.4649,0.23,19,0.431177,0.3,0.375,0.333333,3.545,-3.545,0
Ag,POSCAR_Fe2Te4_1_z950,6.498,0.169,20,0.37669,0.5,0.125,0.166667,3.459,-3.459,0
Ag,POSCAR_Fe2Te4_1_z975,6.2313,0.168,17,0.355334,0,0.125,0.166667,3.486,-3.486,0
Ag,POSCAR_Fe2Te6_1_x025,6.1038,6.58,26,0.524063,0.166667,-0.333333,0.428571,3.425,-3.427,0
Ag,POSCAR_Fe2Te6_1_x050,5.8178,11.494,26,0.502958,0.166667,-0.333333,0.428571,3.449,-3.44,0.01
Ag,POSCAR_Fe2Te6_1_x950,6.9945,14.911,25,0.566572,0.333333,0.166667,0.142857,3.329,-3.325,0.004
Ag,POSCAR_Fe2Tl3_1_x025,5.5554,2.459,29,0.014633,-0.3,0.363636,0.333333,3.122,-3.119,0.005
Ag,POSCAR_Fe2Tl3_1_x050,5.3247,1.517,29,0.014245,-0.3,0.363636,0.333333,3.143,-3.143,0
Ag,POSCAR_Fe2Tl3_1_x950,6.2676,2.828,29,0.015207,-0.3,-0.272727,0.333333,3.066,-3.07,-0.005
Ag,POSCAR_Fe2Tl3_1_x975,6.0172,1.707,29,0.013005,-0.3,-0.272727,0.333333,3.086,-3.086,0.001
Ag,POSCAR_Fe2Tl3_1_y025,5.5398,2.61,28,0.013808,0.3,0.272727,0.5,3.119,-3.123,-0.004
Ag,POSCAR_Fe2Tl3_1_y950,6.2859,2.01,27,0.012803,-0.3,0.181818,0.5,3.079,-3.081,-0.002
Ag,POSCAR_Fe2Tl3_1_y975,6.0348,2.977,29,0.016797,0.5,0.454545,0.333333,3.09,-3.093,-0.002
Ag,POSCAR_Fe2Tl3_1_z025,5.5608,2.201,29,0.01172,-0.3,-0.272727,0.333333,3.111,-3.113,-0.002
Ag,POSCAR_Fe2Tl3_1_z050,5.3507,2.742,28,0.013494,0.3,0.272727,0.5,3.126,-3.129,-0.003
Ag,POSCAR_Fe2Tl3_1_z950,6.2684,2.287,29,0.014759,-0.3,0.272727,0,3.081,-3.084,-0.003
Ag,POSCAR_Fe2Tl3_1_z975,6.0257,1.813,29,0.014278,-0.3,0.272727,0,3.089,-3.089,0.001
Ag,POSCAR_Ge2Mn2_2_x025,5.4069,1.63,26,0.845483,-0.363636,0,0.285714,4.27,-4.27,0
Ag,POSCAR_Ge2Mn2_2_x050,5.2039,1.57,26,0.818675,-0.363636,0,0.285714,4.299,-4.299,0
Ag,POSCAR_Ge2Mn2_2_x950,6.0929,4.108,26,1.061172,0,-0.363636,0.285714,4.153,-4.149,0.006
Ag,POSCAR_Ge2Mn2_2_x975,5.866,2.555,26,0.974748,0,-0.363636,0.285714,4.197,-4.194,0.004
Ag,POSCAR_Ge2Mn2_2_y025,5.406,2.341,26,0.848769,0,-0.363636,0.285714,4.27,-4.269,0.002
Ag,POSCAR_Ge2Mn2_2_y050,5.2042,2.182,26,0.821548,0,-0.363636,0.285714,4.3,-4.298,0.002
Ag,POSCAR_Ge2Mn2_2_y950,6.0931,2.105,26,1.057417,-0.363636,0,0.285714,4.151,-4.152,0
Ag,POSCAR_Ge2Mn2_2_y975,5.8653,1.996,26,0.970199,-0.363636,0,0.285714,4.196,-4.195,0.001
Ag,POSCAR_Ge2Mn2_2_z025,5.4267,1.225,26,0.8239,0,-0.363636,0.285714,4.275,-4.274,0.002
Ag,POSCAR_Ge2Mn2_2_z050,5.2279,2.89,25,0.840167,0,0.272727,0.285714,4.32,-4.316,0.006
Ag,POSCAR_Ge2Mn2_2_z950,6.0914,1.59,26,0.788916,0.272727,0,0.285714,4.16,-4.158,0.002
Ag,POSCAR_Ge2Mn2_2_z975,5.8666,4.118,26,0.754696,0.272727,0,0.285714,4.196,-4.195,0.001
Ag,POSCAR_Ge2Mn2_3_x025,6.719,6.817,27,0.098117,0.272727,0.454545,0.125,4.34,-4.336,0.007
Ag,POSCAR_Ge2Mn2_3_x050,6.5011,7.222,27,0.091783,0.272727,0.454545,0.125,4.372,-4.37,0.005
Ag,POSCAR_Ge2Mn2_3_x950,7.4295,6.259,26,0.10182,0,0,0.5,4.218,-4.215,0.003
Ag,POSCAR_Ge2Mn2_3_x975,7.1711,5.564,27,0.095609,0.272727,0.454545,0.125,4.264,-4.263,0.001
Ag,POSCAR_Ge2Mn2_3_y025,6.7283,7.378,27,0.095491,0.272727,0.454545,0.125,4.337,-4.336,0.002
Ag,POSCAR_Ge2Mn2_3_y050,6.4947,6.758,27,0.090781,0.454545,0.272727,0.125,4.369,-4.37,-0.002
Ag,POSCAR_Ge2Mn2_3_y950,7.4489,7.113,26,0.103968,0,0,0.5,4.217,-4.214,0.005
Ag,POSCAR_Ge2Mn2_3_y975,7.1856,4.856,26,0.109442,0,0,0.5,4.262,-4.263,-0.002
Ag,POSCAR_Ge2Mn2_3_z025,6.649,4.806,27,0.096671,0.272727,0.454545,0.125,4.313,-4.313,-0.001
